,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,9272000.0,9272000.0,166557500.0,166557500.0
Change To Liabilities,-144245000.0,-144245000.0,-118289500.0,-118289500.0
Total Cashflows From Investing Activities,-992202500.0,-992202500.0,-1070334500.0,-1070334500.0
Net Borrowings,-657636500.0,-657636500.0,-433910500.0,-433910500.0
Total Cash From Financing Activities,-1067535000.0,-1067535000.0,-1213576000.0,-1213576000.0
Change To Operating Activities,462073000.0,462073000.0,-435809500.0,-435809500.0
Net Income,1847849000.0,1847849000.0,1624050500.0,1624050500.0
Change In Cash,1135501000.0,1135501000.0,-7772500.0,-7772500.0
Repurchase Of Stock,-13414500.0,-13414500.0,-13414500.0,-13414500.0
Effect Of Exchange Rate,-5778500.0,-5778500.0,-14135500.0,-14135500.0
Total Cash From Operating Activities,3201017000.0,3201017000.0,2290273500.0,2290273500.0
Depreciation,528062500.0,528062500.0,480871000.0,480871000.0
Other Cashflows From Investing Activities,26390500.0,26390500.0,24146500.0,24146500.0
Change To Inventory,234343000.0,234343000.0,257583000.0,257583000.0
Change To Account Receivables,-177831500.0,-177831500.0,33691000.0,33691000.0
Other Cashflows From Financing Activities,-396484000.0,-396484000.0,-313365000.0,-313365000.0
Change To Netincome,426110500.0,426110500.0,420715500.0,420715500.0
Capital Expenditures,-973403500.0,-973403500.0,-1029425500.0,-1029425500.0
Dividends Paid,,,-466300500.0,-466300500.0
