,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,259000000.0,259000000.0,368000000.0,368000000.0
Change To Liabilities,-1391500000.0,-1391500000.0,-742000000.0,-742000000.0
Total Cashflows From Investing Activities,10440500000.0,10440500000.0,1943000000.0,1943000000.0
Net Borrowings,-1878500000.0,-1878500000.0,-13660000000.0,-13660000000.0
Total Cash From Financing Activities,-11801500000.0,-11801500000.0,-16240000000.0,-16240000000.0
Change To Operating Activities,700500000.0,700500000.0,2157000000.0,2157000000.0
Net Income,9150000000.0,9150000000.0,8071500000.0,8071500000.0
Change In Cash,13089000000.0,13089000000.0,7902000000.0,7902000000.0
Repurchase Of Stock,-233000000.0,-233000000.0,-233000000.0,-233000000.0
Total Cash From Operating Activities,14450000000.0,14450000000.0,22199000000.0,22199000000.0
Depreciation,10444500000.0,10444500000.0,9579500000.0,9579500000.0
Other Cashflows From Investing Activities,182500000.0,182500000.0,797000000.0,797000000.0
Dividends Paid,-3277500000.0,-3277500000.0,-1425000000.0,-1425000000.0
Change To Inventory,50500000.0,50500000.0,83000000.0,83000000.0
Change To Account Receivables,-1259000000.0,-1259000000.0,-565500000.0,-565500000.0
Other Cashflows From Financing Activities,-6412500000.0,-6412500000.0,-1155000000.0,-1155000000.0
Change To Netincome,-4275500000.0,-4275500000.0,2162000000.0,2162000000.0
Capital Expenditures,-5301500000.0,-5301500000.0,-8896500000.0,-8896500000.0
