,2021-10-30,2021-07-31,2021-05-01,2021-01-30
Change To Liabilities,191338000.0,73695000.0,42651000.0,-56710000.0
Total Cashflows From Investing Activities,-91646000.0,-69815000.0,-71820000.0,-58798000.0
Net Borrowings,-94732000.0,-328673000.0,-328673000.0,-250000000.0
Total Cash From Financing Activities,-248786000.0,-319928000.0,-1265000.0,-245735000.0
Change To Operating Activities,28139000.0,-74797000.0,-31865000.0,39579000.0
Issuance Of Stock,2710000.0,12811000.0,16089000.0,10838000.0
Net Income,13619000.0,102554000.0,171030000.0,155994000.0
Change In Cash,-158935000.0,-186282000.0,150324000.0,31585000.0
Repurchase Of Stock,-153212000.0,-178000.0,-13083000.0,-2724000.0
Total Cash From Operating Activities,181497000.0,203461000.0,223409000.0,336118000.0
Depreciation,64663000.0,56903000.0,61521000.0,66949000.0
Other Cashflows From Investing Activities,-123000.0,-287000.0,-149000.0,47000.0
Change To Inventory,-231597000.0,-60577000.0,-26787000.0,126198000.0
Change To Account Receivables,-11592000.0,4544000.0,-20175000.0,-17693000.0
Other Cashflows From Financing Activities,-3552000.0,-3888000.0,-4271000.0,-3849000.0
Change To Netincome,125734000.0,99690000.0,25383000.0,3562000.0
Capital Expenditures,-91281000.0,-75516000.0,-71671000.0,-58845000.0
