,2021-10-30,2021-07-31,2021-05-01,2021-01-30
Intangible Assets,238000000.0,238000000.0,238000000.0,238000000.0
Capital Surplus,1914086000.0,1742874000.0,1706883000.0,1809831000.0
Total Liab,6561020000.0,6316806000.0,6511152000.0,6316338000.0
Total Stockholder Equity,716807000.0,675695000.0,539892000.0,464754000.0
Other Current Liab,544852000.0,483134000.0,504520000.0,479639000.0
Total Assets,7277827000.0,6992501000.0,7051044000.0,6781092000.0
Common Stock,7000.0,7000.0,7000.0,7000.0
Other Current Assets,10940000.0,9082000.0,13237000.0,13237000.0
Retained Earnings,292656000.0,279037000.0,176483000.0,-11702000.0
Other Liab,285778000.0,277931000.0,245003000.0,272125000.0
Good Will,47064000.0,47064000.0,47064000.0,47064000.0
Treasury Stock,-1489942000.0,-1346223000.0,-1343481000.0,-1333382000.0
Other Assets,67142000.0,69138000.0,72541000.0,77183000.0
Cash,1185383000.0,1344318000.0,1530600000.0,1380276000.0
Total Current Liabilities,2079495000.0,1803484000.0,1728701000.0,1683996000.0
Deferred Long Term Asset Charges,4119000.0,4197000.0,4332000.0,4422000.0
Short Long Term Debt,9614000.0,9614000.0,,
Other Stockholder Equity,-13102000.0,-22595000.0,-20031000.0,-23015000.0
Property Plant Equipment,4153556000.0,3974384000.0,3955341000.0,3908229000.0
Total Current Assets,2772065000.0,2663915000.0,2738098000.0,2510616000.0
Net Tangible Assets,431743000.0,390631000.0,254828000.0,179690000.0
Net Receivables,90705000.0,78761000.0,83350000.0,281861000.0
Long Term Debt,1594655000.0,1764447000.0,2066150000.0,1915670000.0
Inventory,1059749000.0,828152000.0,767575000.0,740788000.0
Accounts Payable,1174252000.0,979973000.0,906960000.0,862638000.0
Deferred Long Term Liab,,,,1800000.0
