,2021-10-30,2021-07-31,2021-05-01,2021-01-30
Net Income,88000000.0,0.0,277000000.0,860000000.0
Change To Liabilities,0.0,0.0,-163000000.0,-425000000.0
Total Cashflows From Investing Activities,,,-56000000.0,-36000000.0
Net Borrowings,,,-1130000000.0,-152000000.0
Total Cash From Financing Activities,,,-1291000000.0,-119000000.0
Change To Operating Activities,,,-107000000.0,88000000.0
Issuance Of Stock,,,30000000.0,30000000.0
Change In Cash,,,-1096000000.0,1183000000.0
Repurchase Of Stock,,,-188000000.0,-4000000.0
Effect Of Exchange Rate,,,2000000.0,5000000.0
Total Cash From Operating Activities,,,249000000.0,1333000000.0
Depreciation,,,129000000.0,128000000.0
Other Cashflows From Investing Activities,,,9000000.0,-8000000.0
Change To Inventory,,,-123000000.0,593000000.0
Change To Account Receivables,,,49000000.0,29000000.0
Other Cashflows From Financing Activities,,,-3000000.0,37000000.0
Change To Netincome,,,130000000.0,74000000.0
Capital Expenditures,,,-65000000.0,-28000000.0
