,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Change To Liabilities,-11000000.0,93000000.0,85000000.0,-65000000.0
Total Cashflows From Investing Activities,-50000000.0,-72000000.0,-58000000.0,-47000000.0
Total Cash From Financing Activities,-327000000.0,-213000000.0,-250000000.0,-579000000.0
Change To Operating Activities,-6000000.0,53000000.0,-71000000.0,28000000.0
Issuance Of Stock,1000000.0,22000000.0,8000000.0,23000000.0
Net Income,297000000.0,225000000.0,238000000.0,168000000.0
Change In Cash,-219000000.0,-15000000.0,-23000000.0,-274000000.0
Repurchase Of Stock,-243000000.0,-134000000.0,-177000000.0,-502000000.0
Effect Of Exchange Rate,-3000000.0,1000000.0,-9000000.0,16000000.0
Total Cash From Operating Activities,161000000.0,269000000.0,294000000.0,336000000.0
Depreciation,45000000.0,49000000.0,43000000.0,45000000.0
Dividends Paid,-85000000.0,-84000000.0,-81000000.0,-81000000.0
Change To Inventory,-86000000.0,-30000000.0,52000000.0,64000000.0
Change To Account Receivables,-118000000.0,-59000000.0,-121000000.0,24000000.0
Change To Netincome,32000000.0,43000000.0,13000000.0,29000000.0
Capital Expenditures,-50000000.0,-74000000.0,-73000000.0,-45000000.0
Net Borrowings,,-8000000.0,-8000000.0,-8000000.0
Other Cashflows From Financing Activities,,-9000000.0,-9000000.0,-92000000.0
