,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Change To Liabilities,93698000.0,-46911000.0,331383000.0,41687000.0
Total Cashflows From Investing Activities,-91826000.0,-75573000.0,-33443000.0,-59454000.0
Net Borrowings,-23220000.0,-263796000.0,-82995000.0,-326701000.0
Total Cash From Financing Activities,-257104000.0,-600212000.0,-208495000.0,-361768000.0
Change To Operating Activities,36459000.0,5580000.0,86367000.0,-52402000.0
Net Income,284055000.0,304624000.0,265913000.0,181012000.0
Change In Cash,74003000.0,-261494000.0,278040000.0,-109228000.0
Repurchase Of Stock,-230755000.0,-286851000.0,-56979000.0,-29286000.0
Effect Of Exchange Rate,-6005000.0,3713000.0,-2534000.0,2765000.0
Total Cash From Operating Activities,428938000.0,410578000.0,522512000.0,309229000.0
Depreciation,69942000.0,70545000.0,71416000.0,77905000.0
Other Cashflows From Investing Activities,-14041000.0,-3502000.0,-3502000.0,-3502000.0
Change To Inventory,-60138000.0,20753000.0,-13469000.0,-102276000.0
Change To Account Receivables,27567000.0,36260000.0,-197594000.0,122210000.0
Other Cashflows From Financing Activities,-3129000.0,-49565000.0,-68521000.0,-5781000.0
Change To Netincome,-12765000.0,17833000.0,-810000.0,-16362000.0
Capital Expenditures,-44851000.0,-46075000.0,-41779000.0,-62746000.0
Investments,,2824000.0,-2824000.0,-800000.0
