,2021-11-30,2021-08-31,2021-05-31,2021-02-28
Investments,24936000.0,2918000.0,-4615000.0,4566000.0
Change To Liabilities,54932000.0,-200242000.0,315784000.0,230880000.0
Total Cashflows From Investing Activities,-52447000.0,-317093000.0,-63143000.0,-6107000.0
Net Borrowings,847924000.0,1482866000.0,591264000.0,138196000.0
Total Cash From Financing Activities,738766000.0,1294070000.0,475105000.0,110237000.0
Change To Operating Activities,-614589000.0,-603327000.0,-715481000.0,-295565000.0
Issuance Of Stock,16223000.0,38498000.0,21589000.0,48853000.0
Net Income,269438000.0,285267000.0,436756000.0,209945000.0
Change In Cash,-11005000.0,-296461000.0,300079000.0,-96496000.0
Repurchase Of Stock,-120455000.0,-221657000.0,-133838000.0,-71313000.0
Total Cash From Operating Activities,-697324000.0,-1273438000.0,-111883000.0,-200626000.0
Depreciation,71519000.0,66944000.0,62356000.0,61661000.0
Change To Inventory,-554024000.0,-856609000.0,-91690000.0,-389529000.0
Change To Account Receivables,-45875000.0,-70322000.0,-174149000.0,-65618000.0
Other Cashflows From Financing Activities,-4926000.0,-5637000.0,-3910000.0,-5499000.0
Change To Netincome,121275000.0,104851000.0,54541000.0,47600000.0
Capital Expenditures,-89065000.0,-78693000.0,-59145000.0,-40584000.0
