,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,5135726000.0,4960797000.0,4781206000.0,4402505000.0
Capital Surplus,28256720000.0,29096081000.0,29499693000.0,30613948000.0
Total Liab,13596798000.0,12099624000.0,12064733000.0,10105052000.0
Total Stockholder Equity,46920213000.0,49058784000.0,47907869000.0,48978813000.0
Minority Interest,145597000.0,109435000.0,139310000.0,120885000.0
Other Current Liab,6099242000.0,5728489000.0,6490451000.0,4542496000.0
Total Assets,60662608000.0,61267843000.0,60111912000.0,59204750000.0
Common Stock,534000.0,546000.0,553000.0,553000.0
Other Current Assets,3885491000.0,3493908000.0,3559464000.0,2796986000.0
Retained Earnings,20954469000.0,22160492000.0,21541857000.0,21038753000.0
Other Liab,248338000.0,256346000.0,246297000.0,254987000.0
Good Will,4241541000.0,4241541000.0,4241541000.0,4241541000.0
Treasury Stock,-2291510000.0,-2198335000.0,-3134234000.0,-2674441000.0
Other Assets,3716739000.0,3813475000.0,4203689000.0,3728195000.0
Cash,10357744000.0,12098453000.0,11074124000.0,14212778000.0
Total Current Liabilities,12750704000.0,11293588000.0,11297676000.0,9347584000.0
Deferred Long Term Asset Charges,812451000.0,929866000.0,988442000.0,720561000.0
Other Stockholder Equity,-224502000.0,-179831000.0,-77660000.0,-95571000.0
Property Plant Equipment,24164923000.0,22223135000.0,20157728000.0,19441420000.0
Total Current Assets,18490723000.0,20595330000.0,21521852000.0,22324626000.0
Long Term Investments,4912956000.0,5433565000.0,5205896000.0,5066463000.0
Net Tangible Assets,37542946000.0,39856446000.0,38885122000.0,40334767000.0
Short Term Investments,2364614000.0,3138782000.0,5528308000.0,3767067000.0
Net Receivables,1832882000.0,1824598000.0,1308123000.0,1383305000.0
Inventory,49992000.0,39589000.0,51833000.0,53070000.0
Accounts Payable,1970487000.0,1947590000.0,1652307000.0,1978740000.0
