,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,520335000.0,511612000.0,495919000.0,519917000.0
Capital Surplus,10122112000.0,10229549000.0,10223711000.0,10229857000.0
Total Liab,7405114000.0,6898641000.0,7877244000.0,8575517000.0
Total Stockholder Equity,6670360000.0,6884862000.0,6764538000.0,6788345000.0
Minority Interest,668028000.0,548867000.0,552144000.0,556227000.0
Other Current Liab,18910000.0,65272000.0,328167000.0,415737000.0
Total Assets,14743502000.0,14332370000.0,15193926000.0,15920089000.0
Common Stock,539066000.0,538955000.0,538886000.0,538405000.0
Other Current Assets,158708000.0,375859000.0,1442540000.0,2693512000.0
Other Liab,1372899000.0,1331977000.0,1323771000.0,1331252000.0
Treasury Stock,-3990818000.0,-3883642000.0,-3998059000.0,-3979917000.0
Other Assets,642354000.0,624425000.0,650518000.0,665106000.0
Cash,201099000.0,96923000.0,34007000.0,44226000.0
Total Current Liabilities,1335098000.0,1068715000.0,1655721000.0,920102000.0
Short Long Term Debt,8731000.0,10159000.0,11572000.0,13015000.0
Other Stockholder Equity,-3990818000.0,-3883642000.0,-3998059000.0,-3979917000.0
Property Plant Equipment,12295160000.0,11819296000.0,11347374000.0,11312107000.0
Total Current Assets,860470000.0,988622000.0,2300274000.0,3020088000.0
Long Term Investments,425183000.0,388415000.0,399841000.0,402871000.0
Net Tangible Assets,6150025000.0,6373250000.0,6268619000.0,6268428000.0
Net Receivables,500467000.0,515596000.0,823727000.0,282350000.0
Long Term Debt,4505673000.0,4308217000.0,4713327000.0,6155374000.0
Accounts Payable,252144000.0,217911000.0,241819000.0,271919000.0
Deferred Long Term Asset Charges,,,,87191000.0
