,2021-10-02,2021-07-03,2021-04-03,2021-01-02
Change To Liabilities,351000000.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,841000000.0,-275000000.0,-249000000.0,-259000000.0
Net Borrowings,-1012000000.0,-22000000.0,-1013000000.0,-1013000000.0
Total Cash From Financing Activities,-1189000000.0,-197000000.0,-1172000000.0,-173000000.0
Change To Operating Activities,705000000.0,256000000.0,-857000000.0,580000000.0
Issuance Of Stock,8000000.0,11000000.0,18000000.0,4000000.0
Net Income,1355000000.0,749000000.0,476000000.0,467000000.0
Change In Cash,829000000.0,836000000.0,-1463000000.0,969000000.0
Repurchase Of Stock,-17000000.0,-16000000.0,-17000000.0,-17000000.0
Effect Of Exchange Rate,-7000000.0,1000000.0,-6000000.0,16000000.0
Total Cash From Operating Activities,1184000000.0,1307000000.0,-36000000.0,1385000000.0
Depreciation,300000000.0,300000000.0,300000000.0,295000000.0
Other Cashflows From Investing Activities,3000000.0,73000000.0,20000000.0,29000000.0
Dividends Paid,-159000000.0,-159000000.0,-159000000.0,-159000000.0
Change To Inventory,-567000000.0,-567000000.0,-567000000.0,-567000000.0
Change To Account Receivables,-508000000.0,-508000000.0,-508000000.0,-508000000.0
Other Cashflows From Financing Activities,-9000000.0,-11000000.0,-1000000.0,-1000000.0
Change To Netincome,-881000000.0,-881000000.0,39000000.0,40000000.0
Capital Expenditures,-350000000.0,-302000000.0,-268000000.0,-289000000.0
Investments,,-46000000.0,-1000000.0,1000000.0
