,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,-6600000.0,-1750000.0,-5592000.0,-6250000.0
Change To Liabilities,-293303000.0,52589000.0,257467000.0,-38075000.0
Total Cashflows From Investing Activities,-41874000.0,-48072000.0,-58619000.0,-29661000.0
Net Borrowings,150000000.0,-76000000.0,-95000000.0,-231000000.0
Total Cash From Financing Activities,92970000.0,-114036000.0,-158538000.0,-316800000.0
Change To Operating Activities,-14391000.0,-17118000.0,-11161000.0,-33290000.0
Issuance Of Stock,4354000.0,19031000.0,145000.0,17361000.0
Net Income,203613000.0,195100000.0,-78481000.0,179514000.0
Change In Cash,-19129000.0,64643000.0,-25230000.0,-165549000.0
Repurchase Of Stock,-195000.0,-271000.0,-3431000.0,-46507000.0
Effect Of Exchange Rate,-4568000.0,226000.0,-4351000.0,10996000.0
Total Cash From Operating Activities,-65657000.0,226525000.0,196278000.0,169916000.0
Depreciation,37460000.0,30418000.0,37859000.0,38045000.0
Other Cashflows From Investing Activities,-3481000.0,-7087000.0,6384000.0,15098000.0
Dividends Paid,-61189000.0,-56796000.0,-56752000.0,-56654000.0
Change To Inventory,-55976000.0,26439000.0,-14181000.0,18184000.0
Change To Account Receivables,33704000.0,-89296000.0,-20640000.0,-35369000.0
Change To Netincome,13077000.0,18232000.0,15392000.0,30883000.0
Capital Expenditures,-27340000.0,-27907000.0,-26362000.0,-34942000.0
Other Cashflows From Financing Activities,,,-3500000.0,-3500000.0
