,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,888460000.0,639318000.0,504886000.0,366399000.0
Effect Of Accounting Charges,,,,
Income Before Tax,100685000.0,-202255000.0,-334012000.0,84700000.0
Minority Interest,,,,
Net Income,-21510000.0,-235489000.0,-359967000.0,107547000.0
Selling General Administrative,1021299000.0,849397000.0,519538000.0,437136000.0
Gross Profit,1811962000.0,952780000.0,616733000.0,724597000.0
Ebit,-97797000.0,-535935000.0,-407691000.0,-78938000.0
Operating Income,-97797000.0,-535935000.0,-407691000.0,-78938000.0
Other Operating Expenses,,,,
Interest Expense,-19236000.0,-19741000.0,-14582000.0,-13123000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,122195000.0,33234000.0,25955000.0,-22847000.0
Total Revenue,7775174000.0,5038952000.0,3575201000.0,4146897000.0
Total Operating Expenses,7872971000.0,5574887000.0,3982892000.0,4225835000.0
Cost Of Revenue,5963212000.0,4086172000.0,2958468000.0,3422300000.0
Total Other Income Expense Net,198482000.0,333680000.0,73679000.0,163638000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,-21510000.0,-235489000.0,-359967000.0,107547000.0
Net Income Applicable To Common Shares,-21510000.0,-235489000.0,-359967000.0,107547000.0
