,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,706527000.0,693631000.0,684555000.0,683281000.0
Total Liab,18268964000.0,15302419000.0,8011481000.0,6569679000.0
Total Stockholder Equity,40746898000.0,29361668000.0,29732660000.0,29803597000.0
Other Current Liab,250387000.0,1115975000.0,745784000.0,695988000.0
Total Assets,59015862000.0,44664087000.0,37744141000.0,36373276000.0
Common Stock,40746898000.0,1337000.0,1267000.0,1245000.0
Other Current Assets,2605432000.0,2281070000.0,2545722000.0,1549476000.0
Other Liab,982832000.0,721706000.0,514760000.0,356684000.0
Other Assets,1184132000.0,1142047000.0,669614000.0,380340000.0
Cash,32073075000.0,12095920000.0,6070720000.0,8938341000.0
Total Current Liabilities,9556710000.0,7418119000.0,5549605000.0,4309221000.0
Deferred Long Term Asset Charges,1548000.0,59156000.0,59156000.0,59156000.0
Property Plant Equipment,5638547000.0,4295004000.0,3878994000.0,3755693000.0
Total Current Assets,51352130000.0,38384785000.0,32334910000.0,31391109000.0
Long Term Investments,134526000.0,148620000.0,176068000.0,162853000.0
Net Tangible Assets,40040371000.0,28668037000.0,29048105000.0,29120316000.0
Short Term Investments,14871699000.0,22700436000.0,22175797000.0,19701382000.0
Net Receivables,267641000.0,119477000.0,122456000.0,123549000.0
Long Term Debt,5988392000.0,5562062000.0,518631000.0,511638000.0
Inventory,1534283000.0,1136785000.0,1383740000.0,1048004000.0
Accounts Payable,7043912000.0,5159192000.0,4327358000.0,3179698000.0
Capital Surplus,,37643828000.0,37473102000.0,37289761000.0
Retained Earnings,,-7079636000.0,-6844147000.0,-6482225000.0
Treasury Stock,,-1203861000.0,-897562000.0,-1005184000.0
Short Long Term Debt,,425119000.0,,
Other Stockholder Equity,,-1203769000.0,-897540000.0,-1005184000.0
