,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,-33000000.0,39000000.0,-4000000.0,-39000000.0
Change To Liabilities,-13000000.0,0.0,-26000000.0,-2000000.0
Total Cashflows From Investing Activities,-425000000.0,-311000000.0,-587000000.0,-246000000.0
Net Borrowings,-408000000.0,-287000000.0,261000000.0,-27000000.0
Total Cash From Financing Activities,-629000000.0,-421000000.0,29000000.0,-148000000.0
Change To Operating Activities,163000000.0,46000000.0,60000000.0,-15000000.0
Net Income,649000000.0,311000000.0,220000000.0,-739000000.0
Change In Cash,145000000.0,222000000.0,66000000.0,9000000.0
Repurchase Of Stock,-49000000.0,-12000000.0,-24000000.0,-39000000.0
Total Cash From Operating Activities,1199000000.0,954000000.0,624000000.0,403000000.0
Depreciation,341000000.0,341000000.0,273000000.0,270000000.0
Other Cashflows From Investing Activities,14000000.0,-15000000.0,55000000.0,-11000000.0
Dividends Paid,-81000000.0,-72000000.0,-68000000.0,-59000000.0
Change To Account Receivables,-135000000.0,-35000000.0,-137000000.0,-48000000.0
Other Cashflows From Financing Activities,-91000000.0,-50000000.0,-140000000.0,-23000000.0
Change To Netincome,141000000.0,292000000.0,134000000.0,999000000.0
Capital Expenditures,-828000000.0,-367000000.0,-296000000.0,-257000000.0
