,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,-274000000.0,-374000000.0,-106000000.0,181000000.0
Change To Liabilities,-1390000000.0,1935000000.0,533000000.0,335000000.0
Total Cashflows From Investing Activities,-412000000.0,-469000000.0,-201000000.0,91000000.0
Net Borrowings,-67000000.0,582000000.0,444000000.0,-544000000.0
Total Cash From Financing Activities,-157000000.0,617000000.0,464000000.0,-541000000.0
Change To Operating Activities,-29000000.0,-48000000.0,-133000000.0,55000000.0
Issuance Of Stock,13000000.0,13000000.0,13000000.0,12000000.0
Net Income,446000000.0,348000000.0,116000000.0,-908000000.0
Change In Cash,-1144000000.0,2153000000.0,908000000.0,-1046000000.0
Total Cash From Operating Activities,-575000000.0,2005000000.0,645000000.0,-596000000.0
Depreciation,322000000.0,315000000.0,312000000.0,112000000.0
Change To Account Receivables,-23000000.0,-563000000.0,-234000000.0,-234000000.0
Other Cashflows From Financing Activities,-103000000.0,22000000.0,7000000.0,-9000000.0
Change To Netincome,99000000.0,18000000.0,51000000.0,-159000000.0
Capital Expenditures,-138000000.0,-95000000.0,-95000000.0,-90000000.0
