,2021-10-31,2021-07-31,2021-04-30,2021-01-31
Investments,-12000000.0,-24000000.0,-3000000.0,-6000000.0
Change To Liabilities,458000000.0,986000000.0,325000000.0,-161000000.0
Total Cashflows From Investing Activities,-1079000000.0,-486000000.0,-579000000.0,-652000000.0
Net Borrowings,-2806000000.0,400000000.0,189000000.0,-262000000.0
Total Cash From Financing Activities,-3197000000.0,252000000.0,40000000.0,-459000000.0
Change To Operating Activities,248000000.0,95000000.0,-296000000.0,-402000000.0
Net Income,2553000000.0,392000000.0,259000000.0,223000000.0
Change In Cash,-1320000000.0,896000000.0,283000000.0,-148000000.0
Repurchase Of Stock,-213000000.0,-213000000.0,-213000000.0,-213000000.0
Total Cash From Operating Activities,2956000000.0,1130000000.0,822000000.0,963000000.0
Depreciation,641000000.0,643000000.0,639000000.0,674000000.0
Other Cashflows From Investing Activities,-5000000.0,241000000.0,-88000000.0,-246000000.0
Dividends Paid,-157000000.0,-157000000.0,-156000000.0,-155000000.0
Change To Inventory,-607000000.0,-855000000.0,-349000000.0,-148000000.0
Change To Account Receivables,-652000000.0,-371000000.0,-14000000.0,446000000.0
Other Cashflows From Financing Activities,-21000000.0,9000000.0,7000000.0,-42000000.0
Change To Netincome,382000000.0,216000000.0,254000000.0,365000000.0
Capital Expenditures,-770000000.0,-684000000.0,-535000000.0,-513000000.0
