,2021-10-31,2021-07-31,2021-04-30,2021-01-31
Intangible Assets,1022000000.0,892000000.0,950000000.0,993000000.0
Capital Surplus,28470000000.0,28632000000.0,28538000000.0,28427000000.0
Total Liab,37682000000.0,39364000000.0,37521000000.0,37192000000.0
Total Stockholder Equity,19971000000.0,17020000000.0,16560000000.0,16212000000.0
Minority Interest,46000000.0,53000000.0,51000000.0,47000000.0
Deferred Long Term Liab,95000000.0,86000000.0,82000000.0,81000000.0
Other Current Liab,4816000000.0,3959000000.0,3953000000.0,4015000000.0
Total Assets,57699000000.0,56437000000.0,54132000000.0,53451000000.0
Common Stock,13000000.0,13000000.0,13000000.0,13000000.0
Other Current Assets,1498000000.0,2399000000.0,2180000000.0,2300000000.0
Retained Earnings,-5597000000.0,-7994000000.0,-8229000000.0,-8332000000.0
Other Liab,6161000000.0,7234000000.0,7245000000.0,7298000000.0
Good Will,18162000000.0,17948000000.0,17873000000.0,17873000000.0
Treasury Stock,-2915000000.0,-3631000000.0,-3762000000.0,-3896000000.0
Other Assets,5415000000.0,5548000000.0,5269000000.0,5011000000.0
Cash,3098000000.0,4317000000.0,3946000000.0,3452000000.0
Total Current Liabilities,20687000000.0,19641000000.0,17980000000.0,17931000000.0
Deferred Long Term Asset Charges,2023000000.0,,,
Short Long Term Debt,2608000000.0,2741000000.0,2509000000.0,2713000000.0
Other Stockholder Equity,-2915000000.0,-3631000000.0,-3762000000.0,-3896000000.0
Property Plant Equipment,2496000000.0,1567000000.0,1554000000.0,1566000000.0
Total Current Assets,18878000000.0,18745000000.0,16703000000.0,16072000000.0
Long Term Investments,2543000000.0,2691000000.0,2640000000.0,2714000000.0
Net Tangible Assets,643000000.0,-1964000000.0,-2407000000.0,-2798000000.0
Net Receivables,4926000000.0,3297000000.0,2936000000.0,2933000000.0
Long Term Debt,9848000000.0,12489000000.0,12296000000.0,11963000000.0
Inventory,4511000000.0,3942000000.0,3117000000.0,2791000000.0
Accounts Payable,7004000000.0,6526000000.0,5533000000.0,5196000000.0
