,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,-558000000.0,-110000000.0,-107000000.0,139000000.0
Change To Liabilities,-224000000.0,-547000000.0,337000000.0,73000000.0
Total Cashflows From Investing Activities,-923000000.0,-388000000.0,-211000000.0,-509000000.0
Net Borrowings,-13000000.0,-33000000.0,-126000000.0,-27000000.0
Total Cash From Financing Activities,-147000000.0,-217000000.0,-347000000.0,-75000000.0
Change To Operating Activities,1000000.0,-40000000.0,92000000.0,-119000000.0
Issuance Of Stock,3000000.0,50000000.0,83000000.0,64000000.0
Net Income,11000000.0,424000000.0,615000000.0,738000000.0
Change In Cash,-678000000.0,-38000000.0,90000000.0,1756000000.0
Repurchase Of Stock,-5000000.0,-99000000.0,-174000000.0,-3000000.0
Effect Of Exchange Rate,-8000000.0,39000000.0,-13000000.0,81000000.0
Total Cash From Operating Activities,400000000.0,528000000.0,661000000.0,2259000000.0
Depreciation,452000000.0,441000000.0,432000000.0,437000000.0
Dividends Paid,-130000000.0,-127000000.0,-130000000.0,-115000000.0
Change To Inventory,-247000000.0,-348000000.0,-213000000.0,195000000.0
Change To Account Receivables,327000000.0,705000000.0,-648000000.0,682000000.0
Other Cashflows From Financing Activities,-2000000.0,-8000000.0,-8000000.0,6000000.0
Change To Netincome,69000000.0,-88000000.0,-14000000.0,156000000.0
Capital Expenditures,-334000000.0,-277000000.0,-212000000.0,-560000000.0
Other Cashflows From Investing Activities,,,50000000.0,-206000000.0
