Date,Close,Volume
1978-06-07,0.22,34400
1978-06-08,0.25,4000
1978-06-09,0.25,0
1978-06-12,0.25,21600
1978-06-13,0.25,24000
1978-06-14,0.25,4800
1978-06-15,0.25,0
1978-06-16,0.25,0
1978-06-19,0.25,800
1978-06-20,0.25,4800
1978-06-21,0.25,0
1978-06-22,0.25,0
1978-06-23,0.25,0
1978-06-26,0.25,0
1978-06-27,0.25,0
1978-06-28,0.25,0
1978-06-29,0.25,0
1978-06-30,0.25,0
1978-07-03,0.25,0
1978-07-05,0.25,0
1978-07-06,0.25,0
1978-07-07,0.25,0
1978-07-10,0.25,0
1978-07-11,0.25,0
1978-07-12,0.25,0
1978-07-13,0.25,0
1978-07-14,0.25,1600
1978-07-17,0.25,0
1978-07-18,0.25,0
1978-07-19,0.25,0
1978-07-20,0.25,0
1978-07-21,0.22,8000
1978-07-24,0.22,0
1978-07-25,0.22,0
1978-07-26,0.23,8800
1978-07-27,0.25,24000
1978-07-28,0.25,11200
1978-07-31,0.28,8000
1978-08-01,0.31,22400
1978-08-02,0.31,800
1978-08-03,0.31,8800
1978-08-04,0.34,8000
1978-08-07,0.34,10400
1978-08-08,0.34,1600
1978-08-09,0.34,0
1978-08-10,0.31,1600
1978-08-11,0.34,4000
1978-08-14,0.34,0
1978-08-15,0.34,6400
1978-08-16,0.34,13600
1978-08-17,0.34,24000
1978-08-18,0.34,16000
1978-08-21,0.34,0
1978-08-22,0.34,800
1978-08-23,0.34,800
1978-08-24,0.34,0
1978-08-25,0.34,0
1978-08-28,0.38,17600
1978-08-29,0.44,26400
1978-08-30,0.44,4000
1978-08-31,0.44,8000
1978-09-01,0.44,8000
1978-09-05,0.44,0
1978-09-06,0.44,1600
1978-09-07,0.44,1600
1978-09-08,0.44,1600
1978-09-11,0.44,8000
1978-09-12,0.44,22400
1978-09-13,0.44,0
1978-09-14,0.44,0
1978-09-15,0.44,32000
1978-09-18,0.44,8000
1978-09-19,0.44,1600
1978-09-20,0.44,0
1978-09-21,0.44,12800
1978-09-22,0.44,0
1978-09-25,0.41,16000
1978-09-26,0.41,0
1978-09-27,0.41,0
1978-09-28,0.41,0
1978-09-29,0.41,0
1978-10-02,0.41,0
1978-10-03,0.41,0
1978-10-04,0.41,0
1978-10-05,0.44,1600
1978-10-06,0.41,5600
1978-10-09,0.41,800
1978-10-10,0.41,0
1978-10-11,0.41,0
1978-10-12,0.41,0
1978-10-13,0.41,0
1978-10-16,0.41,0
1978-10-17,0.41,3200
1978-10-18,0.41,0
1978-10-19,0.38,800
1978-10-20,0.38,10400
1978-10-23,0.34,10400
1978-10-24,0.31,1600
1978-10-25,0.31,12000
1978-10-26,0.31,1600
1978-10-27,0.28,800
1978-10-30,0.28,1600
1978-10-31,0.28,0
1978-11-01,0.28,4000
1978-11-02,0.28,0
1978-11-03,0.28,0
1978-11-06,0.28,0
1978-11-07,0.28,0
1978-11-08,0.28,2400
1978-11-09,0.31,20000
1978-11-10,0.31,0
1978-11-13,0.31,7200
1978-11-14,0.31,11200
1978-11-15,0.31,5600
1978-11-16,0.31,8000
1978-11-17,0.31,3200
1978-11-20,0.31,0
1978-11-21,0.31,0
1978-11-22,0.31,0
1978-11-24,0.28,1600
1978-11-27,0.28,800
1978-11-28,0.28,0
1978-11-29,0.28,0
1978-11-30,0.28,7200
1978-12-01,0.25,12000
1978-12-04,0.25,0
1978-12-05,0.25,0
1978-12-06,0.25,4000
1978-12-07,0.25,800
1978-12-08,0.25,0
1978-12-11,0.25,1600
1978-12-12,0.28,16800
1978-12-13,0.28,6400
1978-12-14,0.28,4800
1978-12-15,0.28,1600
1978-12-18,0.28,4000
1978-12-19,0.28,800
1978-12-20,0.28,0
1978-12-21,0.28,0
1978-12-22,0.25,8000
1978-12-26,0.25,0
1978-12-27,0.25,1600
1978-12-28,0.25,1600
1978-12-29,0.28,800
1979-01-02,0.28,0
1979-01-03,0.28,0
1979-01-04,0.28,0
1979-01-05,0.25,800
1979-01-08,0.25,0
1979-01-09,0.25,6400
1979-01-10,0.25,0
1979-01-11,0.25,0
1979-01-12,0.25,0
1979-01-15,0.25,8000
1979-01-16,0.25,0
1979-01-17,0.25,0
1979-01-18,0.25,8000
1979-01-19,0.25,8000
1979-01-22,0.25,0
1979-01-23,0.25,3200
1979-01-24,0.25,5600
1979-01-25,0.25,0
1979-01-26,0.25,0
1979-01-29,0.25,12800
1979-01-30,0.22,1600
1979-01-31,0.22,2400
1979-02-01,0.22,0
1979-02-02,0.22,8000
1979-02-05,0.22,9600
1979-02-06,0.22,0
1979-02-07,0.22,0
1979-02-08,0.22,22400
1979-02-09,0.22,0
1979-02-12,0.22,0
1979-02-13,0.22,11200
1979-02-14,0.22,11200
1979-02-15,0.22,0
1979-02-16,0.22,4000
1979-02-20,0.22,0
1979-02-21,0.22,2400
1979-02-22,0.22,8800
1979-02-23,0.22,0
1979-02-26,0.22,800
1979-02-27,0.22,0
1979-02-28,0.22,0
1979-03-01,0.22,0
1979-03-02,0.25,3200
1979-03-05,0.25,0
1979-03-06,0.25,5600
1979-03-07,0.25,800
1979-03-08,0.25,0
1979-03-09,0.25,0
1979-03-12,0.25,0
1979-03-13,0.25,13600
1979-03-14,0.28,13600
1979-03-15,0.31,8000
1979-03-16,0.34,20800
1979-03-19,0.38,4800
1979-03-20,0.38,26400
1979-03-21,0.38,14400
1979-03-22,0.38,16800
1979-03-23,0.38,44000
1979-03-26,0.38,0
1979-03-27,0.38,0
1979-03-28,0.38,9600
1979-03-29,0.38,0
1979-03-30,0.38,0
1979-04-02,0.38,800
1979-04-03,0.38,0
1979-04-04,0.38,0
1979-04-05,0.34,8800
1979-04-06,0.34,0
1979-04-09,0.34,0
1979-04-10,0.34,8800
1979-04-11,0.34,1600
1979-04-12,0.34,0
1979-04-16,0.38,4800
1979-04-17,0.38,3200
1979-04-18,0.38,9600
1979-04-19,0.38,0
1979-04-20,0.38,9600
1979-04-23,0.38,4000
1979-04-24,0.38,0
1979-04-25,0.38,0
1979-04-26,0.38,0
1979-04-27,0.38,3200
1979-04-30,0.38,2400
1979-05-01,0.38,4800
1979-05-02,0.34,23200
1979-05-03,0.38,4000
1979-05-04,0.38,19200
1979-05-07,0.38,8000
1979-05-08,0.38,2400
1979-05-09,0.38,0
1979-05-10,0.38,0
1979-05-11,0.38,0
1979-05-14,0.38,0
1979-05-15,0.34,8000
1979-05-16,0.34,0
1979-05-17,0.34,5600
1979-05-18,0.34,800
1979-05-21,0.31,4800
1979-05-22,0.31,0
1979-05-23,0.31,2400
1979-05-24,0.31,4000
1979-05-25,0.31,0
1979-05-29,0.31,800
1979-05-30,0.31,8000
1979-05-31,0.31,0
1979-06-01,0.31,0
1979-06-04,0.31,0
1979-06-05,0.31,0
1979-06-06,0.31,0
1979-06-07,0.34,11200
1979-06-08,0.41,54400
1979-06-11,0.41,4800
1979-06-12,0.41,16800
1979-06-13,0.41,17600
1979-06-14,0.41,0
1979-06-15,0.41,7200
1979-06-18,0.41,1600
1979-06-19,0.41,0
1979-06-20,0.41,0
1979-06-21,0.41,0
1979-06-22,0.41,0
1979-06-25,0.41,800
1979-06-26,0.38,13600
1979-06-27,0.38,1600
1979-06-28,0.38,0
1979-06-29,0.38,9600
1979-07-02,0.38,0
1979-07-03,0.34,3200
1979-07-05,0.34,1600
1979-07-06,0.34,0
1979-07-09,0.34,800
1979-07-10,0.34,3200
1979-07-11,0.34,0
1979-07-12,0.34,1600
1979-07-13,0.34,1600
1979-07-16,0.34,4800
1979-07-17,0.34,13600
1979-07-18,0.34,0
1979-07-19,0.34,0
1979-07-20,0.34,2400
1979-07-23,0.34,1600
1979-07-24,0.34,7200
1979-07-25,0.34,1600
1979-07-26,0.34,10400
1979-07-27,0.34,2400
1979-07-30,0.38,3200
1979-07-31,0.38,0
1979-08-01,0.38,0
1979-08-02,0.38,0
1979-08-03,0.38,10400
1979-08-06,0.41,4800
1979-08-07,0.41,800
1979-08-08,0.44,20000
1979-08-09,0.44,800
1979-08-10,0.44,800
1979-08-13,0.44,26400
1979-08-14,0.44,3200
1979-08-15,0.44,13600
1979-08-16,0.44,19200
1979-08-17,0.41,6400
1979-08-20,0.41,8000
1979-08-21,0.41,3200
1979-08-22,0.41,5600
1979-08-23,0.41,7200
1979-08-24,0.41,12000
1979-08-27,0.41,11200
1979-08-28,0.41,800
1979-08-29,0.38,800
1979-08-30,0.38,0
1979-08-31,0.38,0
1979-09-04,0.38,0
1979-09-05,0.38,0
1979-09-06,0.38,0
1979-09-07,0.38,0
1979-09-10,0.38,0
1979-09-11,0.38,0
1979-09-12,0.38,0
1979-09-13,0.38,0
1979-09-14,0.38,0
1979-09-17,0.41,2400
1979-09-18,0.41,0
1979-09-19,0.41,0
1979-09-20,0.41,0
1979-09-21,0.41,0
1979-09-24,0.41,0
1979-09-25,0.41,0
1979-09-26,0.41,0
1979-09-27,0.41,800
1979-09-28,0.41,0
1979-10-01,0.41,0
1979-10-02,0.41,0
1979-10-03,0.41,0
1979-10-04,0.41,0
1979-10-05,0.41,4000
1979-10-08,0.41,9600
1979-10-09,0.41,0
1979-10-10,0.38,8800
1979-10-11,0.38,0
1979-10-12,0.38,0
1979-10-15,0.38,8000
1979-10-16,0.34,8000
1979-10-17,0.34,3200
1979-10-18,0.34,0
1979-10-19,0.34,0
1979-10-22,0.34,8000
1979-10-23,0.34,0
1979-10-24,0.31,12000
1979-10-25,0.31,0
1979-10-26,0.31,0
1979-10-29,0.28,1600
1979-10-30,0.28,0
1979-10-31,0.28,0
1979-11-01,0.28,0
1979-11-02,0.28,0
1979-11-05,0.28,1600
1979-11-06,0.28,0
1979-11-07,0.28,4800
1979-11-08,0.28,0
1979-11-09,0.28,0
1979-11-12,0.28,0
1979-11-13,0.28,0
1979-11-14,0.28,800
1979-11-15,0.28,0
1979-11-16,0.28,3200
1979-11-19,0.28,0
1979-11-20,0.28,0
1979-11-21,0.28,0
1979-11-23,0.28,0
1979-11-26,0.28,0
1979-11-27,0.28,0
1979-11-28,0.28,0
1979-11-29,0.28,0
1979-11-30,0.28,0
1979-12-03,0.28,8000
1979-12-04,0.28,0
1979-12-05,0.31,8000
1979-12-06,0.31,0
1979-12-07,0.31,0
1979-12-10,0.31,0
1979-12-11,0.28,9600
1979-12-12,0.28,2400
1979-12-13,0.28,11200
1979-12-14,0.28,0
1979-12-17,0.28,1600
1979-12-18,0.28,0
1979-12-19,0.28,800
1979-12-20,0.28,0
1979-12-21,0.28,0
1979-12-24,0.28,0
1979-12-26,0.28,0
1979-12-27,0.28,6400
1979-12-28,0.34,15200
1979-12-31,0.34,4000
1980-01-02,0.38,4800
1980-01-03,0.38,2400
1980-01-04,0.38,8000
1980-01-07,0.41,2400
1980-01-08,0.41,800
1980-01-09,0.41,0
1980-01-10,0.41,4800
1980-01-11,0.41,0
1980-01-14,0.41,0
1980-01-15,0.41,0
1980-01-16,0.41,1600
1980-01-17,0.41,8800
1980-01-18,0.41,1600
1980-01-21,0.41,0
1980-01-22,0.38,4000
1980-01-23,0.41,16800
1980-01-24,0.41,2400
1980-01-25,0.41,3200
1980-01-28,0.41,800
1980-01-29,0.41,0
1980-01-30,0.41,21600
1980-01-31,0.41,3200
1980-02-01,0.41,1600
1980-02-04,0.41,0
1980-02-05,0.41,0
1980-02-06,0.41,12000
1980-02-07,0.41,3200
1980-02-08,0.41,0
1980-02-11,0.41,1600
1980-02-12,0.41,7200
1980-02-13,0.41,4000
1980-02-14,0.41,2400
1980-02-15,0.41,8000
1980-02-19,0.41,16800
1980-02-20,0.41,0
1980-02-21,0.41,2400
1980-02-22,0.41,13600
1980-02-25,0.41,3200
1980-02-26,0.41,7200
1980-02-27,0.41,1600
1980-02-28,0.41,8800
1980-02-29,0.41,0
1980-03-03,0.41,0
1980-03-04,0.41,4000
1980-03-05,0.41,8800
1980-03-06,0.41,2400
1980-03-07,0.41,800
1980-03-10,0.41,0
1980-03-11,0.41,16000
1980-03-12,0.41,4800
1980-03-13,0.41,6400
1980-03-14,0.41,4000
1980-03-17,0.41,7200
1980-03-18,0.41,1600
1980-03-19,0.41,0
1980-03-20,0.41,4000
1980-03-21,0.41,0
1980-03-24,0.41,0
1980-03-25,0.44,4000
1980-03-26,0.44,0
1980-03-27,0.38,32800
1980-03-28,0.38,1600
1980-03-31,0.38,12800
1980-04-01,0.38,0
1980-04-02,0.38,0
1980-04-03,0.38,8000
1980-04-07,0.38,0
1980-04-08,0.38,0
1980-04-09,0.38,16000
1980-04-10,0.38,0
1980-04-11,0.38,0
1980-04-14,0.38,28000
1980-04-15,0.38,16000
1980-04-16,0.38,0
1980-04-17,0.38,0
1980-04-18,0.38,0
1980-04-21,0.38,0
1980-04-22,0.38,0
1980-04-23,0.38,0
1980-04-24,0.38,0
1980-04-25,0.38,0
1980-04-28,0.38,1600
1980-04-29,0.38,0
1980-04-30,0.38,0
1980-05-01,0.38,0
1980-05-02,0.38,0
1980-05-05,0.38,0
1980-05-06,0.38,0
1980-05-07,0.38,6400
1980-05-08,0.38,0
1980-05-09,0.38,16800
1980-05-12,0.38,0
1980-05-13,0.38,0
1980-05-14,0.38,0
1980-05-15,0.38,2400
1980-05-16,0.38,0
1980-05-19,0.38,0
1980-05-20,0.38,0
1980-05-21,0.38,0
1980-05-22,0.38,0
1980-05-23,0.38,800
1980-05-27,0.38,0
1980-05-28,0.38,0
1980-05-29,0.38,0
1980-05-30,0.38,0
1980-06-02,0.38,0
1980-06-03,0.38,1600
1980-06-04,0.38,0
1980-06-05,0.38,0
1980-06-06,0.41,72800
1980-06-09,0.41,4000
1980-06-10,0.41,24800
1980-06-11,0.41,9600
1980-06-12,0.41,800
1980-06-13,0.41,0
1980-06-16,0.41,800
1980-06-17,0.41,25600
1980-06-18,0.41,0
1980-06-19,0.47,48000
1980-06-20,0.47,58400
1980-06-23,0.47,9600
1980-06-24,0.47,8800
1980-06-25,0.47,0
1980-06-26,0.47,0
1980-06-27,0.47,3200
1980-06-30,0.47,16000
1980-07-01,0.47,3200
1980-07-02,0.47,3200
1980-07-03,0.47,0
1980-07-07,0.47,0
1980-07-08,0.47,4000
1980-07-09,0.47,39200
1980-07-10,0.47,2400
1980-07-11,0.47,0
1980-07-14,0.47,0
1980-07-15,0.44,800
1980-07-16,0.44,800
1980-07-17,0.47,8000
1980-07-18,0.5,2400
1980-07-21,0.5,800
1980-07-22,0.5,2400
1980-07-23,0.5,6400
1980-07-24,0.5,4000
1980-07-25,0.53,7200
1980-07-28,0.53,0
1980-07-29,0.5,6400
1980-07-30,0.53,8000
1980-07-31,0.59,26400
1980-08-01,0.66,14400
1980-08-04,0.62,11200
1980-08-05,0.62,4800
1980-08-06,0.62,2400
1980-08-07,0.62,41600
1980-08-08,0.62,800
1980-08-11,0.66,11200
1980-08-12,0.69,10400
1980-08-13,0.66,800
1980-08-14,0.66,0
1980-08-15,0.69,2400
1980-08-18,0.69,800
1980-08-19,0.66,17600
1980-08-20,0.66,4800
1980-08-21,0.66,4800
1980-08-22,0.66,8000
1980-08-25,0.67,8000
1980-08-26,0.67,4000
1980-08-27,0.67,2400
1980-08-28,0.67,1600
1980-08-29,0.67,800
1980-09-02,0.67,4000
1980-09-03,0.67,17600
1980-09-04,0.67,12800
1980-09-05,0.69,4000
1980-09-08,0.67,24000
1980-09-09,0.67,0
1980-09-10,0.67,0
1980-09-11,0.67,0
1980-09-12,0.67,8000
1980-09-15,0.72,10400
1980-09-16,0.88,30400
1980-09-17,0.91,13600
1980-09-18,0.91,56000
1980-09-19,1.25,64000
1980-09-22,1.38,38400
1980-09-23,1.19,27200
1980-09-24,1.12,25600
1980-09-25,1.12,6400
1980-09-26,1.12,7200
1980-09-29,1.06,4800
1980-09-30,1.06,2400
1980-10-01,1.0,3200
1980-10-02,1.0,9600
1980-10-03,1.0,6400
1980-10-06,1.0,2400
1980-10-07,0.94,16000
1980-10-08,0.94,26400
1980-10-09,0.94,10400
1980-10-10,0.94,6400
1980-10-13,1.0,8000
1980-10-14,1.0,8000
1980-10-15,1.0,16000
1980-10-16,1.0,17600
1980-10-17,0.97,3200
1980-10-20,0.97,4800
1980-10-21,0.94,3200
1980-10-22,0.97,800
1980-10-23,0.97,0
1980-10-24,0.97,8000
1980-10-27,0.94,20000
1980-10-28,0.94,8000
1980-10-29,0.94,0
1980-10-30,0.94,1600
1980-10-31,0.88,14400
1980-11-03,0.88,0
1980-11-05,0.94,2400
1980-11-06,0.94,3200
1980-11-07,0.97,4800
1980-11-10,1.19,51200
1980-11-11,1.22,57600
1980-11-12,1.25,8800
1980-11-13,1.0,58400
1980-11-14,0.94,126400
1980-11-17,0.97,19200
1980-11-18,1.0,5600
1980-11-19,1.06,35200
1980-11-20,1.06,7200
1980-11-21,1.06,6400
1980-11-24,1.03,5600
1980-11-25,1.06,5600
1980-11-26,1.06,4800
1980-11-28,1.06,8000
1980-12-01,1.03,10400
1980-12-02,1.03,12000
1980-12-03,1.0,11200
1980-12-04,0.97,1600
1980-12-05,0.97,5600
1980-12-08,0.94,9600
1980-12-09,0.94,0
1980-12-10,0.91,4800
1980-12-11,0.88,12000
1980-12-12,0.88,800
1980-12-15,0.88,12000
1980-12-16,0.88,800
1980-12-17,0.91,18400
1980-12-18,0.91,0
1980-12-19,0.91,4800
1980-12-22,0.94,12800
1980-12-23,0.94,3200
1980-12-24,0.94,800
1980-12-26,0.94,0
1980-12-29,0.94,4800
1980-12-30,0.94,16000
1980-12-31,0.94,4800
1981-01-02,0.94,1600
1981-01-05,0.97,12000
1981-01-06,1.06,24000
1981-01-07,0.94,36800
1981-01-08,0.91,1600
1981-01-09,0.91,13600
1981-01-12,0.91,0
1981-01-13,0.91,0
1981-01-14,0.88,5600
1981-01-15,0.88,2400
1981-01-16,0.88,0
1981-01-19,0.88,0
1981-01-20,0.88,800
1981-01-21,0.88,0
1981-01-22,0.81,7200
1981-01-23,0.81,10400
1981-01-26,0.81,0
1981-01-27,0.81,0
1981-01-28,0.81,800
1981-01-29,0.81,0
1981-01-30,0.81,0
1981-02-02,0.78,4000
1981-02-03,0.78,3200
1981-02-04,0.78,0
1981-02-05,0.78,5600
1981-02-06,0.78,3200
1981-02-09,0.75,1600
1981-02-10,0.75,4000
1981-02-11,0.75,9600
1981-02-12,0.75,0
1981-02-13,0.72,800
1981-02-17,0.72,1600
1981-02-18,0.72,0
1981-02-19,0.69,4000
1981-02-20,0.69,0
1981-02-23,0.66,9600
1981-02-24,0.66,800
1981-02-25,0.66,0
1981-02-26,0.69,2400
1981-02-27,0.69,3200
1981-03-02,0.69,800
1981-03-03,0.69,0
1981-03-04,0.69,1600
1981-03-05,0.69,0
1981-03-06,0.69,1600
1981-03-09,0.69,800
1981-03-10,0.69,0
1981-03-11,0.69,1600
1981-03-12,0.69,800
1981-03-13,0.69,0
1981-03-16,0.69,0
1981-03-17,0.69,4800
1981-03-18,0.72,1600
1981-03-19,0.72,0
1981-03-20,0.69,32000
1981-03-23,0.69,0
1981-03-24,0.69,3200
1981-03-25,0.69,4000
1981-03-26,0.69,0
1981-03-27,0.69,2400
1981-03-30,0.69,0
1981-03-31,0.66,8000
1981-04-01,0.66,800
1981-04-02,0.66,1600
1981-04-03,0.66,4800
1981-04-06,0.62,8800
1981-04-07,0.62,17600
1981-04-08,0.59,1600
1981-04-09,0.59,0
1981-04-10,0.59,5600
1981-04-13,0.59,8000
1981-04-14,0.59,2400
1981-04-15,0.59,16000
1981-04-16,0.56,4800
1981-04-20,0.56,1600
1981-04-21,0.53,4000
1981-04-22,0.53,12000
1981-04-23,0.53,18400
1981-04-24,0.53,800
1981-04-27,0.56,8000
1981-04-28,0.53,1600
1981-04-29,0.53,800
1981-04-30,0.53,13600
1981-05-01,0.56,21600
1981-05-04,0.59,4800
1981-05-05,0.59,1600
1981-05-06,0.59,800
1981-05-07,0.59,800
1981-05-08,0.59,0
1981-05-11,0.59,800
1981-05-12,0.59,800
1981-05-13,0.59,4000
1981-05-14,0.59,0
1981-05-15,0.69,32800
1981-05-18,0.81,52000
1981-05-19,0.81,8000
1981-05-20,0.81,4800
1981-05-21,0.81,800
1981-05-22,0.81,800
1981-05-26,0.81,800
1981-05-27,0.81,5600
1981-05-28,0.81,0
1981-05-29,0.88,15200
1981-06-01,0.88,6400
1981-06-02,0.88,8000
1981-06-03,0.88,4800
1981-06-04,0.91,12000
1981-06-05,1.09,54400
1981-06-08,1.16,53600
1981-06-09,1.09,20000
1981-06-10,1.09,4800
1981-06-11,1.12,12000
1981-06-12,1.16,19200
1981-06-15,1.19,13600
1981-06-16,1.16,8000
1981-06-17,1.16,4800
1981-06-18,1.16,0
1981-06-19,1.16,0
1981-06-22,1.16,800
1981-06-23,1.16,14400
1981-06-24,1.16,800
1981-06-25,1.19,26400
1981-06-26,1.19,10400
1981-06-29,1.28,23200
1981-06-30,1.22,36000
1981-07-01,1.19,8000
1981-07-02,1.19,12000
1981-07-06,1.06,35200
1981-07-07,1.09,17600
1981-07-08,1.06,24000
1981-07-09,1.12,33600
1981-07-10,1.19,34400
1981-07-13,1.19,14400
1981-07-14,1.19,24800
1981-07-15,1.19,12000
1981-07-16,1.19,20000
1981-07-17,1.19,16800
1981-07-20,1.19,20800
1981-07-21,1.19,15200
1981-07-22,1.19,12800
1981-07-23,1.19,4000
1981-07-24,1.19,8800
1981-07-27,1.19,16000
1981-07-28,1.19,6400
1981-07-29,1.19,0
1981-07-30,1.19,8000
1981-07-31,1.19,11200
1981-08-03,1.22,1600
1981-08-04,1.19,1600
1981-08-05,1.31,25600
1981-08-06,1.44,10400
1981-08-07,1.62,43600
1981-08-10,1.62,0
1981-08-11,1.56,9200
1981-08-12,1.56,10800
1981-08-13,1.56,4000
1981-08-14,1.5,7600
1981-08-17,1.44,4800
1981-08-18,1.25,19200
1981-08-19,1.31,6400
1981-08-20,1.31,1200
1981-08-21,1.31,14000
1981-08-24,1.19,1600
1981-08-25,1.19,800
1981-08-26,1.19,2800
1981-08-27,1.06,12400
1981-08-28,1.06,1600
1981-08-31,1.06,8400
1981-09-01,1.0,4800
1981-09-02,1.0,7600
1981-09-03,1.0,400
1981-09-04,0.94,1600
1981-09-08,0.88,6400
1981-09-09,0.88,0
1981-09-10,1.0,7200
1981-09-11,1.06,2800
1981-09-14,1.0,6400
1981-09-15,1.0,800
1981-09-16,1.0,1200
1981-09-17,1.0,4400
1981-09-18,1.0,2800
1981-09-21,1.0,7200
1981-09-22,1.06,6800
1981-09-23,1.0,5600
1981-09-24,1.0,0
1981-09-25,1.0,4800
1981-09-28,1.0,3200
1981-09-29,1.0,2800
1981-09-30,1.0,0
1981-10-01,1.0,0
1981-10-02,1.06,1600
1981-10-05,1.06,0
1981-10-06,1.06,4400
1981-10-07,1.06,0
1981-10-08,1.06,800
1981-10-09,1.06,15600
1981-10-12,1.06,0
1981-10-13,1.06,2000
1981-10-14,1.06,4000
1981-10-15,1.06,0
1981-10-16,1.06,0
1981-10-19,1.06,400
1981-10-20,1.06,400
1981-10-21,1.06,4400
1981-10-22,1.06,2400
1981-10-23,1.06,2000
1981-10-26,1.06,2000
1981-10-27,1.06,4000
1981-10-28,1.06,0
1981-10-29,1.25,23600
1981-10-30,1.25,4400
1981-11-02,1.31,9600
1981-11-03,1.38,4400
1981-11-04,1.44,3200
1981-11-05,1.44,3600
1981-11-06,1.44,2800
1981-11-09,1.44,10000
1981-11-10,1.44,2400
1981-11-11,1.44,2000
1981-11-12,1.5,18400
1981-11-13,1.56,11200
1981-11-16,1.5,7600
1981-11-17,1.44,33600
1981-11-18,1.5,18400
1981-11-19,1.44,5600
1981-11-20,1.56,6000
1981-11-23,1.69,9600
1981-11-24,1.62,4800
1981-11-25,1.56,20000
1981-11-27,1.56,800
1981-11-30,1.5,2000
1981-12-01,1.5,1600
1981-12-02,1.5,400
1981-12-03,1.5,0
1981-12-04,1.69,28800
1981-12-07,1.69,25200
1981-12-08,1.62,10400
1981-12-09,1.62,25600
1981-12-10,1.56,21200
1981-12-11,1.56,800
1981-12-14,1.5,8000
1981-12-15,1.44,7200
1981-12-16,1.38,6000
1981-12-17,1.38,0
1981-12-18,1.38,0
1981-12-21,1.44,12000
1981-12-22,1.44,2400
1981-12-23,1.44,23600
1981-12-24,1.44,0
1981-12-28,1.44,6000
1981-12-29,1.44,2000
1981-12-30,1.38,8000
1981-12-31,1.38,400
1982-01-04,1.38,1200
1982-01-05,1.38,0
