Date,Close,Volume
1977-12-05,0.19,31200
1977-12-06,0.19,0
1977-12-07,0.19,0
1977-12-08,0.19,0
1977-12-09,0.19,0
1977-12-12,0.19,3200
1977-12-13,0.19,2400
1977-12-14,0.19,14400
1977-12-15,0.19,24000
1977-12-16,0.19,800
1977-12-19,0.19,0
1977-12-20,0.19,800
1977-12-21,0.19,2400
1977-12-22,0.19,0
1977-12-23,0.19,0
1977-12-27,0.19,1600
1977-12-28,0.19,6400
1977-12-29,0.19,9600
1977-12-30,0.19,800
1978-01-03,0.19,0
1978-01-04,0.19,4800
1978-01-05,0.16,800
1978-01-06,0.16,0
1978-01-09,0.16,0
1978-01-10,0.16,8000
1978-01-11,0.16,0
1978-01-12,0.16,1600
1978-01-13,0.16,0
1978-01-16,0.16,1600
1978-01-17,0.16,0
1978-01-18,0.16,0
1978-01-19,0.16,0
1978-01-20,0.16,0
1978-01-23,0.16,800
1978-01-24,0.16,5600
1978-01-25,0.16,0
1978-01-26,0.16,0
1978-01-27,0.16,0
1978-01-30,0.16,0
1978-01-31,0.16,4800
1978-02-01,0.16,0
1978-02-02,0.16,0
1978-02-03,0.16,0
1978-02-06,0.16,1600
1978-02-07,0.16,0
1978-02-08,0.16,0
1978-02-09,0.16,0
1978-02-10,0.16,0
1978-02-13,0.16,0
1978-02-14,0.16,7200
1978-02-15,0.16,0
1978-02-16,0.16,0
1978-02-17,0.16,0
1978-02-21,0.16,0
1978-02-22,0.12,1600
1978-02-23,0.12,0
1978-02-24,0.12,0
1978-02-27,0.12,800
1978-02-28,0.12,0
1978-03-01,0.12,0
1978-03-02,0.12,11200
1978-03-03,0.12,0
1978-03-06,0.12,0
1978-03-07,0.12,800
1978-03-08,0.12,800
1978-03-09,0.12,4000
1978-03-10,0.12,800
1978-03-13,0.12,0
1978-03-14,0.12,0
1978-03-15,0.12,0
1978-03-16,0.12,0
1978-03-17,0.12,0
1978-03-20,0.12,0
1978-03-21,0.12,0
1978-03-22,0.12,0
1978-03-23,0.12,0
1978-03-27,0.12,0
1978-03-28,0.12,0
1978-03-29,0.12,4800
1978-03-30,0.12,0
1978-03-31,0.12,0
1978-04-03,0.12,0
1978-04-04,0.12,0
1978-04-05,0.12,800
1978-04-06,0.12,0
1978-04-07,0.12,0
1978-04-10,0.12,0
1978-04-11,0.12,0
1978-04-12,0.12,0
1978-04-13,0.12,2400
1978-04-14,0.12,8000
1978-04-17,0.12,2400
1978-04-18,0.12,0
1978-04-19,0.14,1600
1978-04-20,0.14,0
1978-04-21,0.14,0
1978-04-24,0.14,2400
1978-04-25,0.14,0
1978-04-26,0.14,8000
1978-04-27,0.16,10400
1978-04-28,0.16,800
1978-05-01,0.19,13600
1978-05-02,0.22,11200
1978-05-03,0.25,4800
1978-05-04,0.25,0
1978-05-05,0.19,9600
1978-05-08,0.19,0
1978-05-09,0.19,3200
1978-05-10,0.19,0
1978-05-11,0.19,0
1978-05-12,0.22,9600
1978-05-15,0.22,0
1978-05-16,0.22,5600
1978-05-17,0.25,12000
1978-05-18,0.25,8800
1978-05-19,0.25,0
1978-05-22,0.22,1600
1978-05-23,0.22,2400
1978-05-24,0.22,5600
1978-05-25,0.22,3200
1978-05-26,0.22,0
1978-05-30,0.22,0
1978-05-31,0.22,0
1978-06-01,0.22,0
1978-06-02,0.22,0
1978-06-05,0.22,0
1978-06-06,0.23,800
