sub_qtr_enddate,quarter,year,shares_outstanding,total_assets,total_liabilities,total_revenue,total_expenses,net_income,earnings_per_share,dividends_paid,sec_urls_all_files,sec_urls_filing_details,sec_urls_XML,sec_urls_HTML,sec_urls_TXT
2020-12-31,4,2020,,130770000,58263000,,,,,0,http://www.sec.gov/Archives/edgar/data/99302/000120677421000273/,http://www.sec.gov/Archives/edgar/data/99302/000120677421000273/0001206774-21-000273-index.html,http://www.sec.gov/Archives/edgar/data/99302/000120677421000273/transcat3863871-10q_htm.xml,http://www.sec.gov/ix?doc=/Archives/edgar/data/99302/000120677421000273/transcat3863871-10q.htm,http://www.sec.gov/Archives/edgar/data/99302/000120677421000273/0001206774-21-000273.txt
2021-03-31,1,2021,,132116000,57038000,,,,,0,http://www.sec.gov/Archives/edgar/data/99302/000120677421001568/,http://www.sec.gov/Archives/edgar/data/99302/000120677421001568/0001206774-21-001568-index.html,http://www.sec.gov/Archives/edgar/data/99302/000120677421001568/transcat3915801-10k_htm.xml,http://www.sec.gov/ix?doc=/Archives/edgar/data/99302/000120677421001568/transcat3915801-10k.htm,http://www.sec.gov/Archives/edgar/data/99302/000120677421001568/0001206774-21-001568.txt
2021-06-30,2,2021,,131139000,54432000,,,,,0,http://www.sec.gov/Archives/edgar/data/99302/000120677421001956/,http://www.sec.gov/Archives/edgar/data/99302/000120677421001956/0001206774-21-001956-index.html,http://www.sec.gov/Archives/edgar/data/99302/000120677421001956/transcat3937691-10q_htm.xml,http://www.sec.gov/ix?doc=/Archives/edgar/data/99302/000120677421001956/transcat3937691-10q.htm,http://www.sec.gov/Archives/edgar/data/99302/000120677421001956/0001206774-21-001956.txt
2021-09-30,3,2021,,158313000,77569000,,,,,0,http://www.sec.gov/Archives/edgar/data/99302/000120677421002699/,http://www.sec.gov/Archives/edgar/data/99302/000120677421002699/0001206774-21-002699-index.html,http://www.sec.gov/Archives/edgar/data/99302/000120677421002699/transcat3973051-10q_htm.xml,http://www.sec.gov/ix?doc=/Archives/edgar/data/99302/000120677421002699/transcat3973051-10q.htm,http://www.sec.gov/Archives/edgar/data/99302/000120677421002699/0001206774-21-002699.txt
