,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Capital Surplus,5180783000.0,4953703000.0,4588056000.0,4581710000.0
Total Liab,3731745000.0,3670909000.0,3629957000.0,3682365000.0
Total Stockholder Equity,3888685000.0,3718241000.0,3405977000.0,3444905000.0
Minority Interest,65137000.0,67967000.0,68099000.0,71682000.0
Other Current Liab,87919000.0,86689000.0,84282000.0,84147000.0
Total Assets,7685567000.0,7457117000.0,7104033000.0,7198952000.0
Common Stock,1114000.0,1098000.0,1070000.0,1069000.0
Other Current Assets,6221000.0,5662000.0,5405000.0,21392000.0
Other Liab,183934000.0,182475000.0,173652000.0,176829000.0
Treasury Stock,-1293212000.0,-1236560000.0,-1183149000.0,-1137874000.0
Other Assets,363179000.0,349587000.0,299426000.0,319476000.0
Cash,428226000.0,374556000.0,333402000.0,420441000.0
Total Current Liabilities,367583000.0,308242000.0,276348000.0,322211000.0
Short Long Term Debt,-900000.0,-1900000.0,-2800000.0,-3700000.0
Other Stockholder Equity,-959146000.0,-902399000.0,-847638000.0,-796462000.0
Property Plant Equipment,6851467000.0,6689714000.0,6421098000.0,6408591000.0
Total Current Assets,453133000.0,399401000.0,364709000.0,451891000.0
Long Term Investments,17788000.0,18415000.0,18800000.0,18994000.0
Net Tangible Assets,3888685000.0,3718241000.0,3405977000.0,3444905000.0
Net Receivables,18686000.0,19183000.0,25902000.0,10058000.0
Long Term Debt,3170328000.0,3170392000.0,3170357000.0,3170325000.0
Accounts Payable,191648000.0,155057000.0,159111000.0,175608000.0
