,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Change To Liabilities,32227000.0,-7201000.0,-7127000.0,-11589000.0
Total Cashflows From Investing Activities,-272847000.0,-390841000.0,-92066000.0,-131513000.0
Total Cash From Financing Activities,134723000.0,277439000.0,-83416000.0,-143521000.0
Change To Operating Activities,14372000.0,26671000.0,-33675000.0,-8559000.0
Issuance Of Stock,220675000.0,358843000.0,358843000.0,358843000.0
Net Income,29483000.0,30179000.0,31347000.0,29193000.0
Change In Cash,54229000.0,41811000.0,-87026000.0,-168999000.0
Total Cash From Operating Activities,192353000.0,155213000.0,88456000.0,106035000.0
Depreciation,111462000.0,99586000.0,93141000.0,91825000.0
Other Cashflows From Investing Activities,-6135000.0,-810000.0,-426000.0,2697000.0
Dividends Paid,-86691000.0,-84282000.0,-84147000.0,-84137000.0
Other Cashflows From Financing Activities,739000.0,2878000.0,731000.0,896000.0
Change To Netincome,4809000.0,5978000.0,4770000.0,5165000.0
Capital Expenditures,-631000.0,-2739000.0,-1315000.0,-1372000.0
Net Borrowings,,,,-60280000.0
