,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,288593000.0,293719000.0,298645000.0,196785000.0
Capital Surplus,820272000.0,815535000.0,810954000.0,805140000.0
Total Liab,3047990000.0,2951480000.0,2825725000.0,2531874000.0
Total Stockholder Equity,159171000.0,191424000.0,202643000.0,282675000.0
Other Current Liab,328666000.0,319610000.0,293303000.0,261799000.0
Total Assets,3207161000.0,3142904000.0,3028368000.0,2814549000.0
Common Stock,448000.0,448000.0,448000.0,448000.0
Other Current Assets,77731000.0,80009000.0,77795000.0,71230000.0
Retained Earnings,5631965000.0,5429085000.0,5244387000.0,5095596000.0
Other Liab,406846000.0,411106000.0,422862000.0,335041000.0
Good Will,639184000.0,642186000.0,640687000.0,550270000.0
Treasury Stock,-6293514000.0,-6053644000.0,-5853146000.0,-5618509000.0
Other Assets,249347000.0,243876000.0,228662000.0,113098000.0
Cash,183672000.0,142252000.0,106654000.0,94254000.0
Total Current Liabilities,1001561000.0,938369000.0,841809000.0,840327000.0
Deferred Long Term Asset Charges,39272000.0,41240000.0,39240000.0,41836000.0
Short Long Term Debt,54425000.0,54467000.0,54469000.0,50317000.0
Other Stockholder Equity,-297852000.0,-302592000.0,-311744000.0,-334925000.0
Property Plant Equipment,783813000.0,790512000.0,780166000.0,897492000.0
Total Current Assets,1246224000.0,1172611000.0,1080208000.0,1056904000.0
Net Tangible Assets,-768606000.0,-744481000.0,-736689000.0,-464380000.0
Net Receivables,603364000.0,600191000.0,574418000.0,593809000.0
Long Term Debt,1639583000.0,1602005000.0,1561054000.0,1286676000.0
Inventory,381457000.0,350159000.0,321341000.0,297611000.0
Accounts Payable,219294000.0,210811000.0,189289000.0,175801000.0
