,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,4,20286891000,9184454000,3723000,225042000,613435000,360579000
1,2021,1,20169015000,9207251000,3729000,225081000,597602000,540063000
2,2021,2,20464346000,9382176000,3744000,225447000,598059000,281673000
3,2021,3,20663015000,9329432000,3750000,226321000,623206000,191255000
