,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,29941000.0,7985000.0,3532000.0,-50000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,450483000.0,-385320000.0,-210280000.0,-298715000.0
Net Borrowings,-383634000.0,194635000.0,95971000.0,253356000.0
Total Cash From Financing Activities,-357449000.0,254474000.0,15126000.0,225046000.0
Change To Operating Activities,-1161000.0,-2337000.0,749000.0,-4528000.0
Issuance Of Stock,124021000.0,156836000.0,30381000.0,68091000.0
Net Income,494817000.0,175817000.0,79362000.0,168816000.0
Change In Cash,275196000.0,30962000.0,-45012000.0,53825000.0
Repurchase Of Stock,-184000.0,-40000.0,-4754000.0,-97000.0
Total Cash From Operating Activities,182162000.0,161808000.0,150142000.0,127494000.0
Depreciation,68412000.0,85681000.0,76230000.0,82137000.0
Other Cashflows From Investing Activities,-31315000.0,-20333000.0,-44851000.0,-11027000.0
Dividends Paid,-96537000.0,-95772000.0,-95310000.0,-94856000.0
Change To Account Receivables,27943000.0,9342000.0,14651000.0,-13082000.0
Other Cashflows From Financing Activities,-1115000.0,-1185000.0,-11162000.0,-1448000.0
Change To Netincome,-424426000.0,-123465000.0,-37800000.0,-103580000.0
