,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Change To Liabilities,-23752000.0,-199297000.0,369665000.0,-12597000.0
Total Cashflows From Investing Activities,-9615000.0,-22973000.0,-9522000.0,-104737000.0
Net Borrowings,-58769000.0,-10135000.0,17071000.0,75997000.0
Total Cash From Financing Activities,-136704000.0,-55867000.0,-75194000.0,55790000.0
Change To Operating Activities,42861000.0,46948000.0,-5140000.0,-3214000.0
Issuance Of Stock,3606000.0,5006000.0,2912000.0,3128000.0
Net Income,184665000.0,259695000.0,98655000.0,59173000.0
Change In Cash,25010000.0,31387000.0,-7050000.0,-40621000.0
Repurchase Of Stock,-47840000.0,-18619000.0,-71516000.0,-5000.0
Effect Of Exchange Rate,-508000.0,112000.0,553000.0,-341000.0
Total Cash From Operating Activities,171837000.0,110115000.0,77113000.0,8667000.0
Depreciation,7484000.0,7302000.0,7305000.0,7013000.0
Dividends Paid,-32091000.0,-32119000.0,-23299000.0,-23330000.0
Change To Inventory,-152549000.0,85393000.0,-200185000.0,-142214000.0
Change To Account Receivables,108570000.0,-95670000.0,-199672000.0,96441000.0
Other Cashflows From Financing Activities,-1610000.0,-1610000.0,-362000.0,-362000.0
Change To Netincome,4558000.0,5744000.0,6485000.0,3634000.0
Capital Expenditures,-6890000.0,-8494000.0,-8839000.0,-4805000.0
