Date,Dividends
2009-12-02,0.0203
2010-06-09,0.108
2010-12-21,0.022
2011-03-10,0.055
2011-06-15,0.141
2012-05-17,0.114
2013-04-26,0.205
2014-03-27,0.202
2015-03-26,0.163
2016-03-31,0.198
2017-03-23,0.199
2018-03-29,0.289
2019-05-29,0.334
2020-02-28,0.514
2021-03-26,0.30063
