,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,4,4858300000,3424300000,1600000,66300000,1054900000,998600000
1,2021,1,5186800000,3597500000,1600000,66600000,1389800000,1224800000
2,2021,2,8119800000,6310600000,1600000,66600000,1531600000,1271200000
3,2021,3,8028400000,6274500000,1600000,66800000,1192900000,1125700000
