,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,4,314706000000,288506000000,504000000,223000000,2917000000,2380000000
1,2021,1,316885000000,291880000000,504000000,209000000,2959000000,2440000000
2,2021,2,326528000000,301361000000,504000000,215000000,3049000000,2286000000
3,2021,3,323139000000,295825000000,504000000,199000000,2992000000,2278000000
