,2021-10-31,2021-07-31,2021-04-30,2021-01-31
Intangible Assets,582307000.0,545800000.0,557550000.0,565921000.0
Capital Surplus,320747000.0,315601000.0,311995000.0,301107000.0
Total Liab,948881000.0,1016865000.0,1212012000.0,1263200000.0
Total Stockholder Equity,2263071000.0,2186929000.0,2127820000.0,2048836000.0
Minority Interest,286455000.0,257841000.0,255336000.0,253548000.0
Other Current Liab,59510000.0,27291000.0,32068000.0,33510000.0
Total Assets,3498407000.0,3461635000.0,3595168000.0,3565584000.0
Common Stock,1355000.0,1354000.0,1353000.0,1353000.0
Retained Earnings,1949521000.0,1873239000.0,1812798000.0,1744247000.0
Other Liab,357189000.0,369268000.0,371902000.0,359930000.0
Good Will,1450395000.0,1402876000.0,1400048000.0,1388046000.0
Treasury Stock,-8552000.0,-3265000.0,1674000.0,2129000.0
Other Assets,260073000.0,302843000.0,296834000.0,284550000.0
Cash,108298000.0,269816000.0,385444000.0,399403000.0
Total Current Liabilities,294880000.0,262217000.0,256758000.0,234675000.0
Short Long Term Debt,34000.0,1493000.0,1111000.0,1089000.0
Other Stockholder Equity,-8552000.0,-3265000.0,1674000.0,2129000.0
Property Plant Equipment,268247000.0,179101000.0,177315000.0,177968000.0
Total Current Assets,937385000.0,1031015000.0,1163421000.0,1149099000.0
Net Tangible Assets,230369000.0,238253000.0,170222000.0,94869000.0
Net Receivables,324992000.0,271401000.0,275617000.0,260194000.0
Long Term Debt,225219000.0,373507000.0,573889000.0,658911000.0
Inventory,478050000.0,457172000.0,462586000.0,462854000.0
Accounts Payable,85544000.0,80611000.0,87467000.0,78292000.0
