,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,4,20740285000,9722555000,14700050000,247632000,418076000,300145000
1,2021,1,20979570000,9412557000,15371016000,260697000,442804000,346864000
2,2021,2,21984941000,10111262000,15827231000,263359000,464282000,339803000
3,2021,3,23711094000,10341981000,17449122000,273791000,491875000,356879000
