,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,4,187249000000,85682000000,6000000,0,4964000000,3960000000
1,2021,1,197442000000,93659000000,102837000000,0,4108000000,2328000000
2,2021,2,207005000000,95675000000,110395000000,0,5890000000,6537000000
3,2021,3,200864000000,89935000000,110005000000,0,5344000000,6193000000
