,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Total Stockholder Equity,11952000000.0,11952000000.0,11870000000.0,11870000000.0
Net Tangible Assets,-1867000000.0,-1867000000.0,1480000000.0,1480000000.0
Intangible Assets,,3642000000.0,,2376000000.0
Capital Surplus,,4600000000.0,,4400000000.0
Total Liab,,17020000000.0,,15812000000.0
Minority Interest,,34000000.0,,31000000.0
Other Current Liab,,3794000000.0,,2022000000.0
Total Assets,,29006000000.0,,27713000000.0
Common Stock,,183000000.0,,182000000.0
Other Current Assets,,1692000000.0,,278000000.0
Retained Earnings,,7274000000.0,,7827000000.0
Other Liab,,2367000000.0,,2372000000.0
Good Will,,10177000000.0,,8014000000.0
Treasury Stock,,-105000000.0,,-539000000.0
Other Assets,,2118000000.0,,2744000000.0
Cash,,1003000000.0,,3226000000.0
Total Current Liabilities,,8771000000.0,,7735000000.0
Deferred Long Term Asset Charges,,1828000000.0,,1820000000.0
Other Stockholder Equity,,53000000.0,,-340000000.0
Property Plant Equipment,,2714000000.0,,2682000000.0
Total Current Assets,,9430000000.0,,11227000000.0
Long Term Investments,,925000000.0,,670000000.0
Net Receivables,,3510000000.0,,4561000000.0
Long Term Debt,,4619000000.0,,4757000000.0
Inventory,,3225000000.0,,2993000000.0
Accounts Payable,,1590000000.0,,2119000000.0
Deferred Long Term Liab,,,,621000000.0
Short Long Term Debt,,,,886000000.0
