Date,Closing Price
2014-12-19,12.692182540893555
2014-12-22,12.692182540893555
2014-12-23,12.692182540893555
2014-12-24,12.692182540893555
2014-12-26,12.692182540893555
2014-12-29,12.692182540893555
2014-12-30,12.692182540893555
2014-12-31,12.692182540893555
2015-01-02,12.692182540893555
2015-01-05,12.692182540893555
2015-01-06,12.692182540893555
2015-01-07,12.692182540893555
2015-01-08,12.692182540893555
2015-01-09,13.18991470336914
2015-01-12,13.18991470336914
2015-01-13,13.18991470336914
2015-01-14,13.18991470336914
2015-01-15,13.936513900756836
2015-01-16,13.936513900756836
2015-01-20,13.936513900756836
2015-01-21,13.936513900756836
2015-01-22,11.646944046020508
2015-01-23,11.646944046020508
2015-01-26,11.646944046020508
2015-01-27,11.646944046020508
2015-01-28,11.646944046020508
2015-01-29,11.646944046020508
2015-01-30,11.398077011108398
2015-02-02,11.597169876098633
2015-02-03,11.846036911010742
2015-02-04,11.846036911010742
2015-02-05,11.846036911010742
2015-02-06,11.846036911010742
2015-02-09,11.846036911010742
2015-02-10,11.846036911010742
2015-02-11,11.846036911010742
2015-02-12,11.846036911010742
2015-02-13,11.846036911010742
2015-02-17,11.846036911010742
2015-02-18,11.846036911010742
2015-02-19,11.846036911010742
2015-02-20,11.846036911010742
2015-02-23,11.846036911010742
2015-02-24,11.846036911010742
2015-02-25,11.846036911010742
2015-02-26,11.846036911010742
2015-02-27,11.846036911010742
2015-03-02,11.846036911010742
2015-03-03,12.443315505981445
2015-03-04,12.443315505981445
2015-03-05,14.085833549499512
2015-03-06,14.085833549499512
2015-03-09,14.085833549499512
2015-03-10,14.085833549499512
2015-03-11,14.085833549499512
2015-03-12,14.085833549499512
2015-03-13,14.085833549499512
2015-03-16,14.085833549499512
2015-03-17,14.085833549499512
2015-03-18,14.085833549499512
2015-03-19,14.085833549499512
2015-03-20,14.185379981994629
2015-03-23,14.185379981994629
2015-03-24,14.185379981994629
2015-03-25,14.185379981994629
2015-03-26,14.185379981994629
2015-03-27,14.185379981994629
2015-03-30,14.185379981994629
2015-03-31,14.185379981994629
2015-04-01,14.185379981994629
2015-04-02,12.941048622131348
2015-04-06,12.941048622131348
2015-04-07,12.941048622131348
2015-04-08,12.941048622131348
2015-04-09,12.941048622131348
2015-04-10,12.941048622131348
2015-04-13,12.941048622131348
2015-04-14,12.941048622131348
2015-04-15,12.941048622131348
2015-04-16,12.941048622131348
2015-04-17,12.941048622131348
2015-04-20,12.941048622131348
2015-04-21,12.941048622131348
2015-04-22,12.941048622131348
2015-04-23,12.941048622131348
2015-04-24,12.941048622131348
2015-04-27,12.941048622131348
2015-04-28,12.941048622131348
2015-04-29,12.941048622131348
2015-04-30,12.941048622131348
2015-05-01,12.941048622131348
2015-05-04,12.941048622131348
2015-05-05,12.941048622131348
2015-05-06,12.941048622131348
2015-05-07,12.941048622131348
2015-05-08,12.941048622131348
2015-05-11,12.941048622131348
2015-05-12,12.941048622131348
2015-05-13,12.941048622131348
2015-05-14,12.941048622131348
2015-05-15,12.941048622131348
2015-05-18,12.941048622131348
2015-05-19,12.941048622131348
2015-05-20,12.941048622131348
2015-05-21,12.941048622131348
2015-05-22,12.941048622131348
2015-05-26,12.941048622131348
2015-05-27,12.941048622131348
2015-05-28,12.941048622131348
2015-05-29,12.941048622131348
2015-06-01,12.941048622131348
2015-06-02,13.936513900756836
2015-06-03,13.936513900756836
2015-06-04,13.936513900756836
2015-06-05,13.936513900756836
2015-06-08,13.936513900756836
2015-06-09,13.744389533996582
2015-06-10,13.744389533996582
2015-06-11,13.744389533996582
2015-06-12,13.744389533996582
2015-06-15,13.744389533996582
2015-06-16,13.744389533996582
2015-06-17,13.744389533996582
2015-06-18,13.744389533996582
2015-06-19,13.744389533996582
2015-06-22,13.744389533996582
2015-06-23,13.744389533996582
2015-06-24,13.744389533996582
2015-06-25,13.339234352111816
2015-06-26,13.339234352111816
2015-06-29,13.339234352111816
2015-06-30,13.339234352111816
2015-07-01,13.78719425201416
2015-07-02,13.43878173828125
2015-07-06,13.43878173828125
2015-07-07,13.43878173828125
2015-07-08,13.43878173828125
2015-07-09,13.737421035766602
2015-07-10,13.737421035766602
2015-07-13,13.737421035766602
2015-07-14,13.737421035766602
2015-07-15,13.737421035766602
2015-07-16,13.737421035766602
2015-07-17,13.737421035766602
2015-07-20,13.737421035766602
2015-07-21,13.737421035766602
2015-07-22,13.737421035766602
2015-07-23,13.737421035766602
2015-07-24,13.737421035766602
2015-07-27,13.737421035766602
2015-07-28,13.737421035766602
2015-07-29,13.737421035766602
2015-07-30,13.737421035766602
2015-07-31,13.737421035766602
2015-08-03,15.180845260620117
2015-08-04,15.004648208618164
2015-08-05,15.379938125610352
2015-08-06,15.379938125610352
2015-08-07,15.379938125610352
2015-08-10,15.180845260620117
2015-08-11,15.180845260620117
2015-08-12,15.180845260620117
2015-08-13,14.931979179382324
2015-08-14,14.931979179382324
2015-08-17,14.931979179382324
2015-08-18,14.931979179382324
2015-08-19,14.931979179382324
2015-08-20,14.931979179382324
2015-08-21,14.931979179382324
2015-08-24,14.931979179382324
2015-08-25,15.67857837677002
2015-08-26,15.67857837677002
2015-08-27,15.67857837677002
2015-08-28,15.67857837677002
2015-08-31,15.67857837677002
2015-09-01,15.67857837677002
2015-09-02,14.583565711975098
2015-09-03,14.583565711975098
2015-09-04,14.583565711975098
2015-09-08,14.583565711975098
2015-09-09,14.583565711975098
2015-09-10,14.583565711975098
2015-09-11,14.583565711975098
2015-09-14,14.583565711975098
2015-09-15,14.583565711975098
2015-09-16,15.429712295532227
2015-09-17,15.429712295532227
2015-09-18,15.429712295532227
2015-09-21,15.429712295532227
2015-09-22,15.429712295532227
2015-09-23,15.429712295532227
2015-09-24,15.429712295532227
2015-09-25,14.484020233154297
2015-09-28,14.484020233154297
2015-09-29,14.484020233154297
2015-09-30,14.484020233154297
2015-10-01,14.484020233154297
2015-10-02,12.861411094665527
2015-10-05,12.861411094665527
2015-10-06,12.861411094665527
2015-10-07,12.861411094665527
2015-10-08,14.384472846984863
2015-10-09,14.384472846984863
2015-10-12,14.384472846984863
2015-10-13,14.384472846984863
2015-10-14,14.384472846984863
