,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,593000000.0,-136000000.0,57000000.0,-1416000000.0
Minority Interest,7772000000.0,7887000000.0,8021000000.0,8061000000.0
Net Income,8512000000.0,-242000000.0,285000000.0,-886000000.0
Selling General Administrative,681000000.0,575000000.0,639000000.0,679000000.0
Gross Profit,2557000000.0,1704000000.0,1989000000.0,1287000000.0
Ebit,816000000.0,123000000.0,380000000.0,-400000000.0
Operating Income,816000000.0,123000000.0,380000000.0,-400000000.0
Other Operating Expenses,189000000.0,162000000.0,121000000.0,178000000.0
Interest Expense,-318000000.0,-334000000.0,-334000000.0,-344000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,5000000.0,34000000.0,-193000000.0,-436000000.0
Total Revenue,29734000000.0,22788000000.0,18020000000.0,17430000000.0
Total Operating Expenses,28918000000.0,22665000000.0,17640000000.0,17830000000.0
Cost Of Revenue,27177000000.0,21084000000.0,16031000000.0,16143000000.0
Total Other Income Expense Net,-223000000.0,-259000000.0,-323000000.0,-1016000000.0
Discontinued Operations,8214000000.0,234000000.0,324000000.0,371000000.0
Net Income From Continuing Ops,588000000.0,-170000000.0,250000000.0,-980000000.0
Net Income Applicable To Common Shares,8512000000.0,-242000000.0,284000000.0,-886000000.0
