,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2021,1,19067000000,14480000000,26000000,142000000,16937000000,16121000000
1,2021,2,17705000000,13547000000,25000000,175000000,11637000000,11042000000
2,2021,3,18579000000,14244000000,25000000,175000000,11849000000,11115000000
3,2021,4,20102000000,15824000000,24000000,172000000,11910000000,11411000000
