,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,4,5600757000,1731514000,118000,0,100100000,572845000
1,2021,1,5821004000,1817417000,119000,0,605872000,539377000
2,2021,2,5524116000,1917341000,120000,0,149992000,630333000
3,2021,3,5286334000,1929261000,121000,0,206440000,620295000
