,2021-10-01,2021-07-02,2021-04-02,2021-01-01
Intangible Assets,473500000.0,508300000.0,543000000.0,580100000.0
Capital Surplus,1914400000.0,1873000000.0,1841500000.0,1801700000.0
Total Liab,3121600000.0,3123600000.0,3106900000.0,3278300000.0
Total Stockholder Equity,3881800000.0,3838600000.0,3673600000.0,3596900000.0
Deferred Long Term Liab,55000000.0,54000000.0,52800000.0,51300000.0
Other Current Liab,719200000.0,717800000.0,751000000.0,711700000.0
Total Assets,7003400000.0,6962200000.0,6780500000.0,6876900000.0
Common Stock,300000.0,300000.0,300000.0,300000.0
Other Current Assets,143400000.0,128400000.0,120100000.0,121500000.0
Retained Earnings,2107700000.0,2077200000.0,1961800000.0,1893400000.0
Other Liab,559100000.0,566000000.0,561500000.0,566400000.0
Good Will,3823600000.0,3846800000.0,3848000000.0,3876500000.0
Treasury Stock,-140600000.0,-111900000.0,-130000000.0,-98500000.0
Other Assets,770200000.0,768900000.0,756800000.0,758200000.0
Cash,513200000.0,484400000.0,264600000.0,237700000.0
Total Current Liabilities,1141200000.0,1168500000.0,1151600000.0,1311300000.0
Deferred Long Term Asset Charges,496000000.0,504700000.0,502700000.0,510200000.0
Short Long Term Debt,29100000.0,89100000.0,97500000.0,255800000.0
Other Stockholder Equity,-140600000.0,-111900000.0,-130000000.0,-98500000.0
Property Plant Equipment,375600000.0,343700000.0,372700000.0,380700000.0
Total Current Assets,1560500000.0,1494500000.0,1260000000.0,1281400000.0
Net Tangible Assets,-415300000.0,-516500000.0,-717400000.0,-859700000.0
Net Receivables,580500000.0,583200000.0,576600000.0,620500000.0
Long Term Debt,1292800000.0,1292300000.0,1291900000.0,1291400000.0
Inventory,323400000.0,298500000.0,298700000.0,301700000.0
Accounts Payable,193400000.0,181400000.0,157900000.0,143200000.0
Minority Interest,,,,1700000.0
