,2021-10-01,2021-07-02,2021-04-02,2021-01-01
Change To Liabilities,-700000.0,19400000.0,23700000.0,118700000.0
Total Cashflows From Investing Activities,8100000.0,52100000.0,-9200000.0,12300000.0
Net Borrowings,-58400000.0,-9500000.0,-154900000.0,-132700000.0
Total Cash From Financing Activities,-140100000.0,-36200000.0,-186900000.0,-157200000.0
Change To Operating Activities,17500000.0,-12700000.0,-19100000.0,-13100000.0
Issuance Of Stock,1100000.0,1100000.0,8000000.0,8000000.0
Net Income,124000000.0,138900000.0,114500000.0,180300000.0
Change In Cash,28800000.0,219800000.0,26900000.0,53700000.0
Repurchase Of Stock,-82700000.0,-25300000.0,-40000000.0,-18900000.0
Effect Of Exchange Rate,-5600000.0,3300000.0,-5200000.0,10300000.0
Total Cash From Operating Activities,166400000.0,200600000.0,228200000.0,188300000.0
Depreciation,44400000.0,45500000.0,46100000.0,47900000.0
Other Cashflows From Investing Activities,-3200000.0,-3800000.0,2600000.0,27000000.0
Change To Inventory,-28100000.0,600000.0,-900000.0,14100000.0
Change To Account Receivables,-1500000.0,-4800000.0,40000000.0,-122400000.0
Other Cashflows From Financing Activities,-100000.0,-1400000.0,-1400000.0,-5600000.0
Change To Netincome,10800000.0,13700000.0,23900000.0,-37200000.0
Capital Expenditures,-10000000.0,-10800000.0,-10600000.0,-11700000.0
