,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,216000.0,-289000.0,26000.0,2167000.0
Change To Liabilities,26554000.0,-28963000.0,-37696000.0,163234000.0
Total Cashflows From Investing Activities,-80109000.0,-150703000.0,-85614000.0,-81121000.0
Net Borrowings,-32550000.0,-36365000.0,-29797000.0,-74477000.0
Total Cash From Financing Activities,-30044000.0,-333271000.0,-762536000.0,-527425000.0
Change To Operating Activities,37048000.0,37912000.0,83459000.0,-71614000.0
Issuance Of Stock,9498000.0,22795000.0,14329000.0,14511000.0
Net Income,345934000.0,338474000.0,341213000.0,343451000.0
Change In Cash,432249000.0,-72837000.0,-335305000.0,-32886000.0
Effect Of Exchange Rate,15468000.0,-7767000.0,-59772000.0,-21813000.0
Total Cash From Operating Activities,526934000.0,418904000.0,572617000.0,597473000.0
Depreciation,-30627000.0,125787000.0,124747000.0,132417000.0
Change To Account Receivables,-33032000.0,-77724000.0,85557000.0,-29491000.0
Other Cashflows From Financing Activities,-6992000.0,-6992000.0,-6992000.0,-6992000.0
Change To Netincome,23671000.0,20028000.0,-21129000.0,-1097000.0
Capital Expenditures,-31992000.0,-39534000.0,-33471000.0,-16809000.0
Repurchase Of Stock,,-319701000.0,-747068000.0,-467459000.0
