,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,3,8761104000,5993282000,1291000,116185000,348629000,233996000
1,2020,4,9395848000,6459724000,1314000,118065000,360159000,204103000
2,2021,1,9336612000,6021963000,1336000,132540000,365813000,162815000
3,2021,2,9463092000,6102137000,1337000,133777000,393203000,225255000
