,2021-09-25,2021-06-26,2021-03-27,2020-12-26
Change To Liabilities,2400000.0,-7600000.0,45500000.0,-5900000.0
Total Cashflows From Investing Activities,-43100000.0,-758400000.0,-478200000.0,-49900000.0
Net Borrowings,-104800000.0,300600000.0,-19100000.0,-290100000.0
Total Cash From Financing Activities,-82000000.0,109600000.0,-129200000.0,-428200000.0
Change To Operating Activities,-11300000.0,36900000.0,-126600000.0,39800000.0
Issuance Of Stock,11700000.0,6000000.0,10300000.0,23300000.0
Net Income,328800000.0,268400000.0,619900000.0,654400000.0
Change In Cash,342700000.0,11200000.0,-52300000.0,167700000.0
Repurchase Of Stock,-700000.0,-188500000.0,-120400000.0,-147700000.0
Effect Of Exchange Rate,2400000.0,-2800000.0,2900000.0,-4200000.0
Total Cash From Operating Activities,465400000.0,662800000.0,552200000.0,650000000.0
Depreciation,117800000.0,101100000.0,95200000.0,92800000.0
Other Cashflows From Investing Activities,-100000.0,-100000.0,-1900000.0,-200000.0
Change To Inventory,-1700000.0,-36400000.0,-24800000.0,-21200000.0
Change To Account Receivables,-600000.0,282900000.0,4100000.0,-175500000.0
Other Cashflows From Financing Activities,11800000.0,-8500000.0,-8500000.0,-13700000.0
Change To Netincome,-7300000.0,-4800000.0,-5600000.0,56700000.0
Capital Expenditures,-41600000.0,-35100000.0,-34700000.0,-44800000.0
