,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,-137000.0,-100000.0,-13000.0,3768000.0
Change To Liabilities,5366000.0,7766000.0,-4667000.0,7501000.0
Total Cashflows From Investing Activities,-93068000.0,-108170000.0,-1076584000.0,-92988000.0
Net Borrowings,-85194000.0,-112527000.0,938170000.0,355854000.0
Total Cash From Financing Activities,-236782000.0,-155949000.0,701343000.0,-154767000.0
Change To Operating Activities,-56486000.0,28498000.0,9860000.0,-36609000.0
Issuance Of Stock,36987000.0,25126000.0,10838000.0,3766000.0
Net Income,47798000.0,152669000.0,-11745000.0,105782000.0
Change In Cash,-84411000.0,96625000.0,-100623000.0,6835000.0
Repurchase Of Stock,-115421000.0,-115421000.0,-177746000.0,-480347000.0
Effect Of Exchange Rate,-7609000.0,7960000.0,-10880000.0,11465000.0
Total Cash From Operating Activities,253048000.0,352784000.0,285498000.0,243125000.0
Depreciation,170916000.0,175469000.0,183881000.0,180383000.0
Other Cashflows From Investing Activities,-690000.0,-1839000.0,-945274000.0,7958000.0
Dividends Paid,-63563000.0,-63481000.0,-63412000.0,-51490000.0
Change To Account Receivables,-12953000.0,11105000.0,-4523000.0,-10077000.0
Other Cashflows From Financing Activities,-9591000.0,-5067000.0,-6507000.0,17450000.0
Change To Netincome,98407000.0,-22721000.0,112692000.0,-23913000.0
Capital Expenditures,-83287000.0,-98094000.0,-126166000.0,-33195000.0
