,2021-10-02,2021-07-03,2021-04-03,2020-12-31
Research Development,41986000.0,44949000.0,38092000.0,39662000.0
Effect Of Accounting Charges,,,,
Income Before Tax,182675000.0,197414000.0,173784000.0,257251000.0
Minority Interest,,,,
Net Income,161185000.0,167292000.0,148127000.0,218311000.0
Selling General Administrative,152536000.0,158163000.0,143145000.0,153179000.0
Gross Profit,388105000.0,401393000.0,354398000.0,466089000.0
Ebit,191824000.0,196472000.0,171321000.0,270561000.0
Operating Income,191824000.0,196472000.0,171321000.0,270561000.0
Other Operating Expenses,,,,
Interest Expense,-11081000.0,-12027000.0,-10946000.0,-11058000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,21490000.0,30122000.0,25657000.0,38940000.0
Total Revenue,659233000.0,681647000.0,608545000.0,786658000.0
Total Operating Expenses,467409000.0,485175000.0,437224000.0,516097000.0
Cost Of Revenue,271128000.0,280254000.0,254147000.0,320569000.0
Total Other Income Expense Net,-9149000.0,942000.0,2463000.0,-13310000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,161185000.0,167292000.0,148127000.0,218311000.0
Net Income Applicable To Common Shares,161185000.0,167292000.0,148127000.0,218311000.0
