,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Change To Liabilities,933000000.0,-933000000.0,0.0,-12837000000.0
Total Cashflows From Investing Activities,-6135000000.0,-2521000000.0,-3552000000.0,-6204000000.0
Net Borrowings,-351000000.0,-4069000000.0,3994000000.0,8116000000.0
Total Cash From Financing Activities,-2093000000.0,-5495000000.0,3202000000.0,10180000000.0
Net Income,-1431000000.0,-682000000.0,-4006000000.0,-3379000000.0
Change In Cash,-2987000000.0,-53000000.0,-400000000.0,9032000000.0
Effect Of Exchange Rate,2000000.0,-7000000.0,1000000.0,-16000000.0
Total Cash From Operating Activities,5239000000.0,7970000000.0,-51000000.0,5072000000.0
Depreciation,-11896000000.0,11896000000.0,11896000000.0,24209000000.0
Other Cashflows From Investing Activities,246000000.0,276000000.0,176000000.0,244000000.0
Dividends Paid,-1738000000.0,-1607000000.0,-1735000000.0,-1780000000.0
Change To Inventory,41000000.0,-41000000.0,-41000000.0,77000000.0
Change To Account Receivables,1600000000.0,-1600000000.0,-1600000000.0,1309000000.0
Other Cashflows From Financing Activities,-4000000.0,181000000.0,943000000.0,3844000000.0
Change To Netincome,16451000000.0,-1129000000.0,3955000000.0,-4769000000.0
Capital Expenditures,-6498000000.0,-2980000000.0,-4284000000.0,-7072000000.0
Investments,,120000000.0,120000000.0,475000000.0
Change To Operating Activities,,,,-15000000.0
