,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,1158000000.0,-1132000000.0,34000000.0,108000000.0
Change To Liabilities,14652000000.0,-4307000000.0,23205000000.0,19309000000.0
Total Cashflows From Investing Activities,-67958000000.0,-41128000000.0,-39265000000.0,-43741000000.0
Net Borrowings,-1131000000.0,-63800000000.0,17631000000.0,-190347000000.0
Total Cash From Financing Activities,-50271000000.0,-63928000000.0,-25787000000.0,-190350000000.0
Change To Operating Activities,17421000000.0,-28751000000.0,-15239000000.0,-15548000000.0
Net Income,49317000000.0,61149000000.0,44454000000.0,53589000000.0
Change In Cash,-41325000000.0,40162000000.0,75719000000.0,-92603000000.0
Repurchase Of Stock,-4000000.0,-5000000.0,-5000000.0,-3000000.0
Effect Of Exchange Rate,-462000000.0,1859000000.0,11525000000.0,1750000000.0
Total Cash From Operating Activities,77366000000.0,143359000000.0,129246000000.0,139738000000.0
Depreciation,54398000000.0,56089000000.0,50885000000.0,61604000000.0
Dividends Paid,-47060000000.0,-47060000000.0,-41831000000.0,-41831000000.0
Change To Inventory,-46848000000.0,9767000000.0,-17158000000.0,57918000000.0
Change To Account Receivables,25850000000.0,29708000000.0,39865000000.0,-84855000000.0
Other Cashflows From Financing Activities,-2076000000.0,-123000000.0,-1582000000.0,-1582000000.0
Change To Netincome,-38684000000.0,-4193000000.0,3888000000.0,40159000000.0
Capital Expenditures,-41155000000.0,-40763000000.0,-41177000000.0,-44087000000.0
Other Cashflows From Investing Activities,,743000000.0,911000000.0,40000000.0
