,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,4,13379090000,5409008000,4000,0,1289041000,1066925000
1,2021,1,14984075000,7247425000,4000,0,1036018000,968013000
2,2021,2,15323225000,7607097000,4000,0,1190427000,1124778000
3,2021,3,14589345000,7416714000,4000,0,1283817000,1820574000
