,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,278100000.0,277900000.0,280800000.0,298500000.0
Capital Surplus,708600000.0,735400000.0,769700000.0,747800000.0
Total Liab,21549000000.0,21539700000.0,21712800000.0,23860600000.0
Total Stockholder Equity,3279000000.0,3348800000.0,3211200000.0,3084400000.0
Minority Interest,752800000.0,765900000.0,690300000.0,702200000.0
Other Current Liab,3861200000.0,3703800000.0,4000200000.0,3673500000.0
Total Assets,25580800000.0,25654400000.0,25614300000.0,27647200000.0
Common Stock,44600000.0,44600000.0,44600000.0,44600000.0
Other Current Assets,896000000.0,906000000.0,1062900000.0,1075000000.0
Retained Earnings,8730000000.0,8523700000.0,8327500000.0,8190600000.0
Other Liab,1461100000.0,1506300000.0,1423800000.0,1339600000.0
Good Will,9601500000.0,9723200000.0,9541500000.0,9609700000.0
Treasury Stock,-6204200000.0,-5954900000.0,-5930600000.0,-5898600000.0
Other Assets,217500000.0,224300000.0,239500000.0,255000000.0
Cash,4431200000.0,4388100000.0,4897300000.0,5600500000.0
Total Current Liabilities,13825200000.0,13701600000.0,13471900000.0,15525100000.0
Other Stockholder Equity,-1307900000.0,-1187500000.0,-1246200000.0,-1213800000.0
Property Plant Equipment,1642900000.0,1691900000.0,1740700000.0,1808600000.0
Total Current Assets,13763000000.0,13658000000.0,13732100000.0,15590100000.0
Long Term Investments,77800000.0,79100000.0,79700000.0,85300000.0
Net Tangible Assets,-6600600000.0,-6652300000.0,-6611100000.0,-6823800000.0
Net Receivables,7186200000.0,7246300000.0,6633200000.0,7813400000.0
Long Term Debt,5271700000.0,5300700000.0,5754400000.0,5807300000.0
Inventory,1249600000.0,1117600000.0,1138700000.0,1101200000.0
Accounts Payable,9953800000.0,9988500000.0,9465800000.0,11513000000.0
