Date,Closing Price
1985-02-13,0.43808040022850037
1985-02-14,0.43808040022850037
1985-02-15,0.43808040022850037
1985-02-19,0.43808040022850037
1985-02-20,0.43808040022850037
1985-02-21,0.43808040022850037
1985-02-22,0.3833203613758087
1985-02-25,0.3833203613758087
1985-02-26,0.3833203613758087
1985-02-27,0.3833203613758087
1985-02-28,0.3833203613758087
1985-03-01,0.3833203613758087
1985-03-04,0.43808040022850037
1985-03-05,0.3833203613758087
1985-03-06,0.3833203613758087
1985-03-07,0.3833203613758087
1985-03-08,0.3833203613758087
1985-03-11,0.3833203613758087
1985-03-12,0.3833203613758087
1985-03-13,0.3833203613758087
1985-03-14,0.3833203613758087
1985-03-15,0.3833203613758087
1985-03-18,0.43808040022850037
1985-03-19,0.49284055829048157
1985-03-20,0.43808040022850037
1985-03-21,0.43808040022850037
1985-03-22,0.49284055829048157
1985-03-25,0.43808040022850037
1985-03-26,0.43808040022850037
1985-03-27,0.43808040022850037
1985-03-28,0.43808040022850037
1985-03-29,0.43808040022850037
1985-04-01,0.43808040022850037
1985-04-02,0.43808040022850037
1985-04-03,0.43808040022850037
1985-04-04,0.43808040022850037
1985-04-08,0.43808040022850037
1985-04-09,0.3833203613758087
1985-04-10,0.3833203613758087
1985-04-11,0.3833203613758087
1985-04-12,0.3833203613758087
1985-04-15,0.3833203613758087
1985-04-16,0.43808040022850037
1985-04-17,0.43808040022850037
1985-04-18,0.43808040022850037
1985-04-19,0.49284055829048157
1985-04-22,0.43808040022850037
1985-04-23,0.43808040022850037
1985-04-24,0.43808040022850037
1985-04-25,0.43808040022850037
1985-04-26,0.3833203613758087
1985-04-29,0.43808040022850037
1985-04-30,0.43808040022850037
1985-05-01,0.43808040022850037
1985-05-02,0.43808040022850037
1985-05-03,0.43808040022850037
1985-05-06,0.3833203613758087
1985-05-07,0.43808040022850037
1985-05-08,0.3833203613758087
1985-05-09,0.43808040022850037
1985-05-10,0.43808040022850037
1985-05-13,0.43808040022850037
1985-05-14,0.43808040022850037
1985-05-15,0.43808040022850037
1985-05-16,0.43808040022850037
1985-05-17,0.43808040022850037
1985-05-20,0.43808040022850037
1985-05-21,0.43808040022850037
1985-05-22,0.43808040022850037
1985-05-23,0.43808040022850037
1985-05-24,0.43808040022850037
1985-05-28,0.43808040022850037
1985-05-29,0.43808040022850037
1985-05-30,0.43808040022850037
1985-05-31,0.43808040022850037
1985-06-03,0.43808040022850037
1985-06-04,0.43808040022850037
1985-06-05,0.43808040022850037
1985-06-06,0.43808040022850037
1985-06-07,0.43808040022850037
1985-06-10,0.43808040022850037
1985-06-11,0.43808040022850037
1985-06-12,0.43808040022850037
1985-06-13,0.43808040022850037
1985-06-14,0.43808040022850037
1985-06-17,0.43808040022850037
1985-06-18,0.43808040022850037
1985-06-19,0.43808040022850037
1985-06-20,0.43808040022850037
1985-06-21,0.3833203613758087
1985-06-24,0.3833203613758087
1985-06-25,0.3833203613758087
1985-06-26,0.43808040022850037
1985-06-27,0.43808040022850037
1985-06-28,0.43808040022850037
1985-07-01,0.3833203613758087
1985-07-02,0.43808040022850037
1985-07-03,0.43808040022850037
1985-07-05,0.43808040022850037
1985-07-08,0.43808040022850037
1985-07-09,0.43808040022850037
1985-07-10,0.49284055829048157
1985-07-11,0.43808040022850037
1985-07-12,0.49284055829048157
1985-07-15,0.49284055829048157
1985-07-16,0.49284055829048157
1985-07-17,0.49284055829048157
1985-07-18,0.49284055829048157
1985-07-19,0.5476005673408508
1985-07-22,0.5476005673408508
1985-07-23,0.49284055829048157
1985-07-24,0.49284055829048157
