,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2021,1,6781092000,6316338000,7000,0,2277434000,2121440000
1,2021,2,7051044000,6511152000,7000,0,2192021000,2020991000
2,2021,3,6992501000,6316806000,7000,0,2214557000,2112003000
3,2021,4,7277827000,6561020000,7000,0,2302655000,2289036000
