,2021-07-02,2021-04-02,2020-12-31,2020-09-30
Change To Liabilities,251500000.0,251500000.0,6000000.0,6000000.0
Total Cashflows From Investing Activities,-2633000000.0,-2633000000.0,-64000000.0,-64000000.0
Net Borrowings,2324500000.0,2324500000.0,15000000.0,15000000.0
Total Cash From Financing Activities,2306500000.0,2306500000.0,-189500000.0,-189500000.0
Change To Operating Activities,63000000.0,63000000.0,-49500000.0,-49500000.0
Issuance Of Stock,9000000.0,9000000.0,4000000.0,4000000.0
Net Income,122000000.0,122000000.0,186000000.0,186000000.0
Change In Cash,150500000.0,150500000.0,315000000.0,315000000.0
Effect Of Exchange Rate,23000000.0,23000000.0,23000000.0,23000000.0
Total Cash From Operating Activities,454000000.0,454000000.0,568500000.0,568500000.0
Depreciation,171000000.0,171000000.0,115500000.0,115500000.0
Other Cashflows From Investing Activities,8000000.0,8000000.0,8000000.0,8000000.0
Change To Inventory,-72000000.0,-72000000.0,58500000.0,58500000.0
Change To Account Receivables,-192000000.0,-192000000.0,176000000.0,176000000.0
Other Cashflows From Financing Activities,-27000000.0,-27000000.0,-15500000.0,-15500000.0
Change To Netincome,110500000.0,110500000.0,49000000.0,49000000.0
Capital Expenditures,-57500000.0,-57500000.0,-53500000.0,-53500000.0
Investments,,,-4000000.0,-4000000.0
Dividends Paid,,,-193000000.0,-193000000.0
