,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,-1050000.0,-1050000.0,10175000.0,13162000.0
Change To Liabilities,-2303000.0,6893000.0,3574000.0,1706000.0
Total Cashflows From Investing Activities,-7120000.0,-226903000.0,129000.0,-8604000.0
Net Borrowings,-41125000.0,125875000.0,-16125000.0,-92125000.0
Total Cash From Financing Activities,-39684000.0,117688000.0,-55227000.0,-90079000.0
Change To Operating Activities,-24785000.0,5192000.0,17464000.0,6627000.0
Issuance Of Stock,37880000.0,10100000.0,22655000.0,16919000.0
Net Income,69615000.0,14960000.0,45782000.0,46274000.0
Change In Cash,-2770000.0,12955000.0,20610000.0,-3878000.0
Effect Of Exchange Rate,-4400000.0,150000.0,842000.0,5536000.0
Total Cash From Operating Activities,48434000.0,122020000.0,74866000.0,89269000.0
Depreciation,24734000.0,-11828000.0,21103000.0,20884000.0
Dividends Paid,-12493000.0,-12448000.0,-12446000.0,-12392000.0
Change To Inventory,-2981000.0,-3025000.0,-3529000.0,1382000.0
Change To Account Receivables,-3637000.0,17161000.0,-30383000.0,-3237000.0
Other Cashflows From Financing Activities,-23946000.0,-5839000.0,-6133000.0,-2481000.0
Change To Netincome,7609000.0,46269000.0,21309000.0,10269000.0
Capital Expenditures,-6070000.0,-11316000.0,-10602000.0,-11445000.0
Repurchase Of Stock,,,-43178000.0,-43178000.0
Other Cashflows From Investing Activities,,,556000.0,-556000.0
