Date,Dividends
2002-06-04,0.925
2003-05-13,1.188
2004-04-13,1.511
2005-04-12,1.938
2006-04-11,2.145
2007-04-16,4.667
2008-04-17,4.979
2009-04-20,5.946
2010-04-20,4.654
2011-04-18,4.931
2012-04-17,2.61
2013-04-16,2.588
2014-04-14,1.379
2015-04-21,1.103
2018-04-27,1.851
2019-05-06,0.788
2020-06-29,0.904
2021-04-29,1.009
