,2021-10-30,2021-07-31,2021-05-01,2021-01-30
Investments,-124000000.0,57000000.0,-90000000.0,546000000.0
Change To Liabilities,1445000000.0,572000000.0,-630000000.0,-2148000000.0
Total Cashflows From Investing Activities,-349000000.0,-105000000.0,-253000000.0,365000000.0
Net Borrowings,-113000000.0,-10000000.0,-10000000.0,-655000000.0
Total Cash From Financing Activities,-685000000.0,-573000000.0,-1089000000.0,-1046000000.0
Change To Operating Activities,293000000.0,219000000.0,-310000000.0,149000000.0
Issuance Of Stock,6000000.0,22000000.0,22000000.0,22000000.0
Net Income,499000000.0,734000000.0,595000000.0,816000000.0
Change In Cash,-836000000.0,81000000.0,-1232000000.0,354000000.0
Repurchase Of Stock,-405000000.0,-396000000.0,-927000000.0,-250000000.0
Effect Of Exchange Rate,1000000.0,1000000.0,5000000.0,15000000.0
Total Cash From Operating Activities,197000000.0,759000000.0,105000000.0,1020000000.0
Depreciation,214000000.0,214000000.0,216000000.0,211000000.0
Dividends Paid,-172000000.0,-175000000.0,-175000000.0,-142000000.0
Change To Inventory,-2130000000.0,-704000000.0,-90000000.0,1865000000.0
Change To Account Receivables,-132000000.0,-35000000.0,210000000.0,-33000000.0
Other Cashflows From Financing Activities,-1000000.0,-14000000.0,13000000.0,1000000.0
Change To Netincome,18000000.0,34000000.0,1000000.0,108000000.0
Capital Expenditures,-225000000.0,-162000000.0,-161000000.0,-179000000.0
Other Cashflows From Investing Activities,,,-2000000.0,-2000000.0
