,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Capital Surplus,16638000000.0,16585000000.0,16552000000.0,16505000000.0
Total Liab,61693000000.0,61055000000.0,61491000000.0,64574000000.0
Total Stockholder Equity,8482000000.0,8538000000.0,8811000000.0,10098000000.0
Other Current Liab,1120000000.0,1074000000.0,1330000000.0,1445000000.0
Total Assets,79937000000.0,79355000000.0,80064000000.0,84434000000.0
Common Stock,217000000.0,217000000.0,216000000.0,216000000.0
Other Current Assets,3150000000.0,2585000000.0,2688000000.0,5055000000.0
Retained Earnings,2533000000.0,2639000000.0,2996000000.0,4317000000.0
Other Liab,15462000000.0,15726000000.0,16060000000.0,16495000000.0
Treasury Stock,-10906000000.0,-10903000000.0,-10953000000.0,-10940000000.0
Other Assets,1138000000.0,1089000000.0,1044000000.0,998000000.0
Cash,4569000000.0,2270000000.0,2008000000.0,1896000000.0
Total Current Liabilities,9586000000.0,8631000000.0,8223000000.0,10500000000.0
Short Long Term Debt,1424000000.0,1208000000.0,1334000000.0,3536000000.0
Other Stockholder Equity,-238000000.0,-235000000.0,-288000000.0,-283000000.0
Property Plant Equipment,62706000000.0,65022000000.0,66951000000.0,69617000000.0
Total Current Assets,12844000000.0,10074000000.0,8819000000.0,10694000000.0
Long Term Investments,3249000000.0,3170000000.0,3250000000.0,3125000000.0
Net Tangible Assets,8482000000.0,8538000000.0,8811000000.0,10098000000.0
Net Receivables,3288000000.0,3046000000.0,2225000000.0,2083000000.0
Long Term Debt,35730000000.0,35740000000.0,36251000000.0,36501000000.0
Inventory,1837000000.0,2173000000.0,1898000000.0,1660000000.0
Accounts Payable,3544000000.0,3416000000.0,2987000000.0,2682000000.0
