,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,-500000.0,-500000.0,500000.0,500000.0
Change To Liabilities,0.0,0.0,-62500000.0,-62500000.0
Total Cashflows From Investing Activities,-259500000.0,-259500000.0,-306500000.0,-306500000.0
Net Borrowings,-667000000.0,-667000000.0,-2395000000.0,-2395000000.0
Total Cash From Financing Activities,-1184000000.0,-1184000000.0,-2496000000.0,-2496000000.0
Change To Operating Activities,-61500000.0,-61500000.0,218500000.0,218500000.0
Issuance Of Stock,4500000.0,4500000.0,1500000.0,1500000.0
Net Income,392500000.0,392500000.0,359500000.0,359500000.0
Change In Cash,-714500000.0,-714500000.0,-1183500000.0,-1183500000.0
Repurchase Of Stock,-150500000.0,-150500000.0,-150500000.0,-150500000.0
Effect Of Exchange Rate,-53500000.0,-53500000.0,154000000.0,154000000.0
Total Cash From Operating Activities,782500000.0,782500000.0,1465000000.0,1465000000.0
Depreciation,424000000.0,424000000.0,434000000.0,434000000.0
Other Cashflows From Investing Activities,6500000.0,6500000.0,75000000.0,75000000.0
Dividends Paid,-364500000.0,-364500000.0,-85000000.0,-85000000.0
Other Cashflows From Financing Activities,-6500000.0,-6500000.0,-17500000.0,-17500000.0
Change To Netincome,11500000.0,11500000.0,382000000.0,382000000.0
Capital Expenditures,-293500000.0,-293500000.0,-241000000.0,-241000000.0
Change To Inventory,,,31500000.0,31500000.0
Change To Account Receivables,,,88500000.0,88500000.0
