,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,4,142502134000,130751488000,1741000,51434000,1045299000,749739000
1,2021,1,155797960000,142856230000,1763000,54230000,1149241000,814408000
2,2021,2,161646734000,148372007000,1767000,63598000,1214330000,841224000
3,2021,3,172570503000,157768709000,1793000,63621000,1268617000,898930000
