,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,37200000.0,33400000.0,29700000.0,28700000.0
Capital Surplus,1179900000.0,1149600000.0,1248300000.0,1264300000.0
Total Liab,1501000000.0,1464600000.0,1254800000.0,1269300000.0
Total Stockholder Equity,497900000.0,459100000.0,585300000.0,603600000.0
Deferred Long Term Liab,24300000.0,24400000.0,22800000.0,21900000.0
Other Current Liab,37700000.0,8600000.0,33400000.0,35800000.0
Total Assets,1998900000.0,1923700000.0,1840100000.0,1872900000.0
Common Stock,100000.0,100000.0,100000.0,100000.0
Other Current Assets,12600000.0,12300000.0,11500000.0,11000000.0
Retained Earnings,-678700000.0,-691300000.0,-666300000.0,-666300000.0
Other Liab,15400000.0,16100000.0,17700000.0,5800000.0
Good Will,39800000.0,39900000.0,39800000.0,39800000.0
Treasury Stock,-3400000.0,700000.0,3200000.0,5500000.0
Other Assets,99600000.0,92000000.0,80900000.0,62100000.0
Cash,856600000.0,854600000.0,820700000.0,907200000.0
Total Current Liabilities,228600000.0,213300000.0,185500000.0,207800000.0
Short Long Term Debt,28900000.0,20900000.0,15700000.0,15600000.0
Other Stockholder Equity,-3400000.0,700000.0,3200000.0,5500000.0
Property Plant Equipment,515400000.0,505500000.0,497900000.0,493600000.0
Total Current Assets,1306900000.0,1252900000.0,1191800000.0,1248700000.0
Net Tangible Assets,420900000.0,385800000.0,515800000.0,535100000.0
Short Term Investments,500000.0,17500000.0,29500000.0,40400000.0
Net Receivables,114300000.0,100300000.0,97900000.0,83800000.0
Long Term Debt,1257000000.0,1235200000.0,1051600000.0,1043700000.0
Inventory,259000000.0,197800000.0,170100000.0,154300000.0
Accounts Payable,58000000.0,49300000.0,59100000.0,54100000.0
