,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,4,123038000000,110045000000,10000000,183000000,1130000000,814000000
1,2021,1,125768000000,112168000000,10000000,188000000,1420000000,888000000
2,2021,2,175172000000,154641000000,15000000,186000000,1074000000,1089000000
3,2021,3,173878000000,154379000000,15000000,266000000,1755000000,1378000000
