,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,624000000.0,801000000.0,749079000.0,586897000.0
Minority Interest,369000000.0,300000000.0,225887000.0,213791000.0
Net Income,387000000.0,515000000.0,536814000.0,392910000.0
Selling General Administrative,737000000.0,579000000.0,581082000.0,554026000.0
Gross Profit,1503000000.0,1454000000.0,1385080000.0,1251696000.0
Ebit,0.0,0.0,0.0,0.0
Operating Income,720000000.0,830000000.0,758542000.0,625398000.0
Other Operating Expenses,46000000.0,45000000.0,45456000.0,72272000.0
Interest Expense,,,,
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,149000000.0,173000000.0,187315000.0,148096000.0
Total Revenue,1503000000.0,1454000000.0,1385080000.0,1251696000.0
Total Operating Expenses,783000000.0,624000000.0,626538000.0,626298000.0
Cost Of Revenue,0.0,0.0,0.0,0.0
Total Other Income Expense Net,-96000000.0,-29000000.0,-9463000.0,-38501000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,475000000.0,628000000.0,561764000.0,438801000.0
Net Income Applicable To Common Shares,365000000.0,502000000.0,532220000.0,388316000.0
