,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,11000000.0,11000000.0,11000000.0,11000000.0
Change To Liabilities,-2298000000.0,2672000000.0,3068000000.0,-119000000.0
Total Cashflows From Investing Activities,-93000000.0,-233000000.0,-180000000.0,-156000000.0
Total Cash From Financing Activities,27000000.0,-588000000.0,210000000.0,-494000000.0
Change To Operating Activities,309000000.0,200000000.0,-461000000.0,-97000000.0
Issuance Of Stock,42000000.0,110000000.0,269000000.0,214000000.0
Net Income,376000000.0,-172000000.0,-578000000.0,-383000000.0
Change In Cash,-1387000000.0,1740000000.0,2127000000.0,-943000000.0
Repurchase Of Stock,-23000000.0,-30000000.0,-55000000.0,-6000000.0
Effect Of Exchange Rate,-100000000.0,47000000.0,-73000000.0,92000000.0
Total Cash From Operating Activities,-1221000000.0,2514000000.0,2170000000.0,-385000000.0
Depreciation,201000000.0,205000000.0,209000000.0,-381000000.0
Other Cashflows From Investing Activities,75000000.0,-61000000.0,-12000000.0,-28000000.0
Change To Account Receivables,-52000000.0,-429000000.0,-300000000.0,145000000.0
Other Cashflows From Financing Activities,8000000.0,3000000.0,-265000000.0,7000000.0
Change To Netincome,238000000.0,34000000.0,234000000.0,-148000000.0
Capital Expenditures,-179000000.0,-183000000.0,-168000000.0,-128000000.0
Net Borrowings,,-3000000.0,261000000.0,-651000000.0
Dividends Paid,,-50000000.0,-50000000.0,-58000000.0
