,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,404383000.0,293421000.0,302294000.0,322517000.0
Capital Surplus,22148859000.0,21161838000.0,20814196000.0,20823145000.0
Total Liab,15307914000.0,14932908000.0,15945319000.0,15258580000.0
Total Stockholder Equity,16863203000.0,15920446000.0,15798878000.0,15972719000.0
Minority Interest,1308908000.0,1322762000.0,1248054000.0,1252343000.0
Total Assets,33480025000.0,32176116000.0,32992251000.0,32483642000.0
Common Stock,436640000.0,423933000.0,418866000.0,418691000.0
Other Current Assets,329452000.0,894057000.0,991791000.0,697278000.0
Good Will,68321000.0,68321000.0,68321000.0,68321000.0
Treasury Stock,-5722296000.0,-5665325000.0,-5434184000.0,-5269117000.0
Other Assets,957114000.0,935572000.0,338291000.0,299430000.0
Cash,303982000.0,513602000.0,2131846000.0,1545046000.0
Total Current Liabilities,1113805000.0,1082966000.0,1044755000.0,502328000.0
Short Long Term Debt,27731000.0,89929000.0,84985000.0,118054000.0
Other Stockholder Equity,-5613818000.0,-5556692000.0,-5327665000.0,-5164627000.0
Property Plant Equipment,29185567000.0,27300365000.0,27061315000.0,27502069000.0
Total Current Assets,1886685000.0,2558325000.0,4202020000.0,3345071000.0
Long Term Investments,977955000.0,1020112000.0,1020010000.0,946234000.0
Net Tangible Assets,16390499000.0,15558704000.0,15428263000.0,15581881000.0
Net Receivables,1253251000.0,1150666000.0,1078383000.0,1102747000.0
Long Term Debt,13669408000.0,13461910000.0,14513184000.0,13798720000.0
Other Current Liab,,,,99916000.0
Other Liab,,,,568359000.0
Accounts Payable,,,,101592000.0
